base,pos_mean,rand_mean,gap,cluster_noise_pct,cluster_n_clusters,cluster_paragraphs
allenai/specter2_base,0.9570834040641785,0.7729568481445312,0.18412655591964722,0.24752475247524752,4,808
adsabs/astroBERT,0.9622214436531067,0.7672365307807922,0.19498491287231445,22.400990099009903,20,808
