paper_id,hdbscan_label
1102.0898,2275
1102.0906,-1
1102.0916,126
1102.0929,1938
1102.094,1590
1102.0956,-1
1102.0957,-1
1102.0965,1565
1102.0967,-1
1102.0968,-1
1102.0972,1565
1102.0978,1583
1102.0994,1118
1102.0995,1565
1102.0996,274
1102.1011,213
1102.1013,1128
1102.1014,369
1102.1019,-1
1102.1022,-1
1102.1032,1565
1102.1033,1749
1102.1034,1644
1102.1035,-1
1102.1036,1565
1102.1039,-1
1102.1041,469
1102.1049,1565
1102.106,-1
1102.1065,1565
1102.1082,-1
1102.1089,-1
1102.1102,1433
1102.1108,1625
1102.1137,698
1102.1159,554
1102.1164,-1
1102.1206,-1
1102.1213,1565
1102.1214,1596
1102.1228,-1
1102.1238,-1
1102.1263,878
1102.1266,2003
1102.127,-1
1102.1279,-1
1102.129,-1
1102.1308,1565
1102.1314,-1
1102.1316,-1
1102.1338,2187
1102.1354,1565
1102.1362,830
1102.1368,630
1102.1375,1565
1102.1387,1565
1102.1395,164
1102.1397,793
1102.1406,-1
1102.142,482
1102.1423,204
1102.1424,1466
1102.1425,680
1102.1426,883
1102.1431,-1
1102.1437,1565
1102.1446,-1
1102.1449,1865
1102.1455,-1
1102.1469,2230
1102.1481,885
1102.1485,-1
1102.1495,-1
1102.1504,1756
1102.1521,1565
1102.1548,1818
1102.1556,1313
1102.1571,867
1102.1572,1565
1102.1586,-1
1102.1588,1565
1102.1608,1022
1102.1619,-1
1102.1623,1714
1102.1653,-1
1102.1662,43
1102.1664,1565
1102.1668,1565
1102.1692,-1
1102.1697,1382
1102.1699,-1
1102.1705,1692
1102.1719,-1
1102.172,-1
1102.1722,669
1102.1724,-1
1102.1726,146
1102.173,-1
1102.1732,838
1102.1733,1429
1102.174,-1
1102.1742,1282
1102.1743,1556
1102.1748,423
1102.1752,-1
1102.1775,-1
1102.1777,608
1102.1788,1688
1102.1817,-1
1102.1823,-1
1102.1827,1565
1102.1837,-1
1102.1856,2148
1102.1863,1565
1102.1879,-1
1102.1884,1242
1102.1891,-1
1102.1894,-1
1102.1901,1565
1102.1909,-1
1102.1922,1565
1102.1923,-1
1102.1926,1565
1102.1969,808
1102.1971,-1
1102.1974,-1
1102.1976,573
1102.1978,1111
1102.198,-1
1102.1983,-1
1102.1991,-1
1102.1992,-1
1102.2005,187
1102.203,785
1102.2045,500
1102.2055,1565
1102.2056,-1
1102.2057,1565
1102.2068,-1
1102.2076,2160
1102.2089,367
1102.2112,782
1102.2137,864
1102.216,865
1102.2175,-1
1102.2186,-1
1102.2188,731
1102.2189,-1
1102.2192,-1
1102.2198,1256
1102.2204,-1
1102.2211,1460
1102.2227,1565
1102.2228,495
1102.223,-1
1102.2231,-1
1102.2234,52
1102.2235,554
1102.2241,2111
1102.2246,-1
1102.2248,-1
1102.2249,-1
1102.2251,2190
1102.2261,117
1102.2274,-1
1102.2299,-1
1102.2311,644
1102.2313,1806
1102.2317,1565
1102.2325,1565
1102.2342,1565
1102.2351,-1
1102.2352,-1
1102.2365,1565
1102.2378,81
1102.2404,2087
1102.2411,-1
1102.2421,1678
1102.2428,1565
1102.2431,-1
1102.2437,-1
1102.244,1516
1102.2441,-1
1102.2444,1964
1102.2472,2110
1102.2476,-1
1102.2488,1980
1102.2496,1877
1102.2503,-1
1102.2505,1000
1102.2526,-1
1102.2533,-1
1102.2561,1579
1102.2562,1565
1102.2575,-1
1102.2613,1565
1102.2617,624
1102.264,1716
1102.2688,-1
1102.2698,1124
1102.273,2348
1102.2736,1615
1102.2742,-1
1102.275,-1
1102.2752,-1
1102.2784,18
1102.2844,27
1102.2859,1223
1102.2863,-1
1102.2869,-1
1102.2887,-1
1102.2893,-1
1102.2894,-1
1102.2897,1827
1102.2902,-1
1102.2903,448
1102.2921,1565
1102.2929,-1
1102.2938,-1
1102.2951,1565
1102.2967,-1
1102.2978,-1
1102.2979,-1
1102.2985,1565
1102.2996,-1
1102.3024,1057
1102.3038,-1
1102.3046,-1
1102.306,-1
1102.3065,1565
1102.3066,2165
1102.3077,2330
1102.3085,-1
1102.309,20
1102.3092,1565
1102.3099,-1
1102.3101,-1
1102.3124,1751
1102.3131,2401
1102.3164,698
1102.3168,-1
1102.318,1565
1102.3184,2016
1102.3185,-1
1102.3186,1565
1102.3187,1565
1102.3188,1565
1102.3193,882
1102.3206,1225
1102.321,1602
1102.3223,2087
1102.3229,-1
1102.3254,-1
1102.3257,630
1102.3264,895
1102.3278,-1
1102.3302,896
1102.3307,906
1102.3314,2064
1102.3315,2368
1102.3319,-1
1102.3332,1565
1102.3333,1565
1102.3348,1522
1102.3352,1565
1102.3363,1190
1102.337,933
1102.3372,1516
1102.3398,-1
1102.3404,-1
1102.3415,530
1102.3431,-1
1102.3433,-1
1102.3436,4
1102.3444,-1
1102.3459,-1
1102.3464,1565
1102.347,-1
1102.3475,1565
1102.3485,2275
1102.3501,-1
1102.3511,594
1102.3544,1565
1102.3554,-1
1102.3564,1552
1102.3583,2237
1102.3598,-1
1102.3599,813
1102.3625,-1
1102.3646,201
1102.3653,527
1102.3659,2316
1102.3662,1234
1102.3663,882
1102.3664,1565
1102.3675,1565
1102.3683,-1
1102.3689,1565
1102.3691,-1
1102.3693,-1
1102.3694,22
1102.3695,911
1102.3696,-1
1102.3704,1565
1102.3725,2061
1102.3728,-1
1102.3746,-1
1102.3759,1565
1102.3761,1663
1102.3775,-1
1102.3779,1477
1102.381,1374
1102.3812,1565
1102.3825,1565
1102.3827,1565
1102.3829,-1
1102.3836,1565
1102.3839,-1
1102.3845,1154
1102.3871,-1
1102.3877,-1
1102.3885,707
1102.3911,-1
1102.3912,151
1102.3914,1154
1102.3915,1565
1102.3916,912
1102.3918,-1
1102.392,-1
1102.3922,1361
1102.3925,1565
1102.3927,-1
1102.3943,840
1102.3953,-1
1102.3954,36
1102.3955,1565
1102.3961,1565
1102.3966,-1
1102.4012,414
1102.4014,1565
1102.4029,2398
1102.4056,1565
1102.4098,23
1102.4109,1565
1102.4111,423
1102.4146,1565
1102.4147,1064
1102.4164,1154
1102.4189,-1
1102.4192,-1
1102.4195,606
1102.4197,1565
1102.4215,1565
1102.4236,-1
1102.427,-1
1102.4286,-1
1102.4298,-1
1102.4301,2240
1102.4304,694
1102.4316,-1
1102.4324,1565
1102.4329,-1
1102.4332,1565
1102.4335,-1
1102.4338,1008
1102.4339,4
1102.434,-1
1102.4341,1205
1102.4345,-1
1102.4348,1868
1102.4349,534
1102.4356,-1
1102.4358,-1
1102.4364,304
1102.4365,1227
1102.4408,1371
1102.4416,1348
1102.4419,-1
1102.443,1565
1102.4435,1565
1102.4441,1565
1102.4444,1565
1102.4447,-1
1102.4454,601
1102.4463,669
1102.4485,-1
1102.4506,-1
1102.4514,1565
1102.4525,1565
1102.4546,-1
1102.4555,-1
1102.4561,721
1102.4571,1146
1102.4581,-1
1102.4592,-1
1102.4603,636
1102.461,1485
1102.4616,2217
1102.4618,-1
1102.4621,938
1102.4625,-1
1102.4626,903
1102.4654,-1
1102.466,1565
1102.4661,-1
1102.4667,1907
1102.4702,-1
1102.4703,1924
1102.4714,1506
1102.4726,-1
1102.4739,1210
1102.4745,1079
1102.4752,1148
1102.4754,-1
1102.4757,808
1102.4763,1565
1102.4774,-1
1102.4779,-1
1102.479,1565
1102.4791,-1
1102.4813,1565
1102.4815,8
1102.4829,-1
1102.4839,-1
1102.4845,584
1102.4848,-1
1102.4849,845
1102.485,-1
1102.4852,1139
1102.487,402
1102.4874,-1
1102.4877,1565
1102.4881,-1
1102.49,1565
1102.4908,-1
1102.491,1129
1102.4941,519
1102.4949,539
1102.4952,1565
1102.4956,2082
1102.4959,1940
1102.4974,-1
1102.4976,133
1102.4982,1651
1102.4989,-1
1102.5005,738
1102.5007,1301
1102.5015,620
1102.5016,-1
1102.5025,1118
1102.5033,-1
1102.5038,-1
1102.5044,-1
1102.5057,1054
1102.5076,-1
1102.5089,-1
1102.5092,-1
1102.5093,626
1102.5094,1565
1102.5095,-1
1102.5096,601
1102.5097,275
1102.5099,22
1102.5113,1565
1102.5116,1565
1102.512,-1
1102.5121,-1
1102.5122,-1
1102.5123,1565
1102.5127,1932
1102.5139,3
1102.514,624
1102.515,507
1102.5158,1565
1102.516,-1
1102.5164,335
1102.5167,2171
1102.5173,1565
1102.5174,1832
1102.5192,1565
1102.5195,-1
1102.5198,-1
1102.5205,1565
1102.521,92
1102.5211,1565
1102.5218,-1
1102.5231,403
1102.5232,1565
1102.5234,1565
1102.5235,731
1102.5237,1565
1102.5254,1565
1102.5274,-1
1102.5296,2201
1102.531,-1
1102.5319,-1
1102.533,2168
1102.5333,107
1102.5341,-1
1102.5346,1565
1102.5349,-1
1102.536,1565
1102.5363,1565
1102.5366,-1
1102.5397,-1
1102.5411,-1
1102.5419,-1
1102.5421,1565
1102.5445,37
1102.5468,-1
1102.547,-1
1102.5539,1565
1102.5602,1565
1102.5628,1565
1102.5634,1628
1102.5646,-1
1102.5651,1565
1102.5675,1592
1102.5701,-1
1102.5707,2031
1102.5729,657
1102.5743,-1
1102.5751,-1
1102.577,1322
1103.0001,251
1103.0004,1688
1103.0005,1565
1103.0006,-1
1103.0007,1565
1103.0009,-1
1103.001,-1
1103.0011,622
1103.0015,896
1103.0024,-1
1103.0026,1835
1103.0027,834
1103.0031,35
1103.0035,-1
1103.0044,530
1103.0055,1565
1103.0074,-1
1103.0101,-1
1103.0115,296
1103.0141,853
1103.0145,2201
1103.016,1565
1103.0183,1565
1103.0195,-1
1103.0199,-1
1103.0201,1565
1103.0213,-1
1103.0231,-1
1103.0233,-1
1103.0234,601
1103.024,1419
1103.025,1565
1103.0257,99
1103.0259,-1
1103.0265,485
1103.0272,-1
1103.0275,-1
1103.0276,630
1103.0277,-1
1103.0278,-1
1103.0279,1186
1103.028,40
1103.0281,-1
1103.0282,-1
1103.0283,-1
1103.0284,-1
1103.0287,2320
1103.0289,423
1103.0302,1155
1103.0303,-1
1103.031,1159
1103.0328,2242
1103.0348,669
1103.0353,-1
1103.0357,644
1103.0373,-1
1103.0378,-1
1103.0381,1565
1103.0382,-1
1103.0385,-1
1103.0393,2192
1103.0394,1565
1103.0426,1565
1103.0439,-1
1103.045,271
1103.0455,1512
1103.0458,1565
1103.0473,2365
1103.0477,-1
1103.0501,-1
1103.0509,1565
1103.0511,-1
1103.0518,-1
1103.0526,-1
1103.0547,702
1103.0548,1565
1103.0549,-1
1103.0551,958
1103.0576,-1
1103.0583,-1
1103.0584,-1
1103.0607,1196
1103.0624,-1
1103.0628,-1
1103.0644,-1
1103.0661,1459
1103.0662,1575
1103.0663,620
1103.0673,28
1103.0677,1565
1103.0679,-1
1103.0694,122
1103.0699,1565
1103.07,1807
1103.0702,1260
1103.0708,94
1103.0718,601
1103.0724,-1
1103.0734,230
1103.0739,-1
1103.0745,-1
1103.0752,816
1103.0757,-1
1103.0763,677
1103.0764,1565
1103.0775,1921
1103.0776,267
1103.0781,-1
1103.0785,-1
1103.0793,52
1103.0794,1660
1103.0802,1625
1103.0814,-1
1103.0822,678
1103.084,1127
1103.0862,1092
1103.0867,-1
1103.0871,1751
1103.0909,-1
1103.0911,1329
1103.0912,1135
1103.0955,-1
1103.0962,-1
1103.0984,-1
1103.0988,1565
1103.0989,1628
1103.099,1125
1103.1008,-1
1103.1058,126
1103.1083,1889
1103.1084,1565
1103.1102,1985
1103.1126,1354
1103.1138,-1
1103.1146,131
1103.1149,-1
1103.116,782
1103.1166,1289
1103.1172,-1
1103.1195,-1
1103.1214,1656
1103.1215,630
1103.1216,1565
1103.1218,865
1103.1231,-1
1103.1238,799
1103.1242,1785
1103.1251,1117
1103.1256,856
1103.1261,262
1103.1262,-1
1103.1278,1299
1103.1296,2313
1103.1304,-1
1103.1321,-1
1103.1325,-1
1103.1344,-1
1103.1364,-1
1103.137,-1
1103.1375,1092
1103.1376,-1
1103.1377,1565
1103.1378,1038
1103.138,-1
1103.1384,131
1103.1385,-1
1103.1387,-1
1103.1389,1565
1103.139,554
1103.14,-1
1103.141,-1
1103.1411,-1
1103.1435,-1
1103.1438,-1
1103.1464,-1
1103.1477,991
1103.1486,-1
1103.1514,1699
1103.1519,-1
1103.152,2237
1103.1524,1226
1103.1532,-1
1103.1533,607
1103.1556,1565
1103.1561,1565
1103.1596,-1
1103.16,-1
1103.1603,-1
1103.1606,-1
1103.1628,1565
1103.1629,1565
1103.1635,1565
1103.164,1295
1103.1644,1565
1103.1646,2230
1103.1658,-1
1103.1659,-1
1103.1666,-1
1103.1669,-1
1103.1671,615
1103.1675,1565
1103.1685,-1
1103.1692,-1
1103.1693,-1
1103.1705,-1
1103.1707,739
1103.1712,1154
1103.1739,-1
1103.1744,-1
1103.1757,-1
1103.1763,763
1103.1765,1565
1103.1766,1565
1103.1775,1874
1103.1783,-1
1103.1797,-1
1103.1807,1565
1103.1841,830
1103.1844,20
1103.1875,-1
1103.1876,876
1103.1877,301
1103.1878,-1
1103.188,-1
1103.189,-1
1103.1891,382
1103.1901,872
1103.1911,1565
1103.1912,2027
1103.1913,306
1103.1915,1565
1103.1927,1198
1103.1932,-1
1103.1953,440
1103.1956,-1
1103.196,603
1103.1987,-1
1103.1989,1014
1103.2004,1565
1103.2005,1642
1103.2006,-1
1103.2007,131
1103.2008,1198
1103.201,854
1103.202,1472
1103.2029,1565
1103.2031,-1
1103.2034,-1
1103.205,933
1103.2052,1128
1103.2053,773
1103.2054,603
1103.206,1343
1103.2077,-1
1103.2081,768
1103.2088,-1
1103.2094,-1
1103.2121,-1
1103.2124,-1
1103.2125,2363
1103.2128,-1
1103.2132,-1
1103.2134,1565
1103.2135,437
1103.2143,-1
1103.2152,-1
1103.2153,-1
1103.2156,1565
1103.2158,346
1103.2166,887
1103.217,1530
1103.218,-1
1103.2181,-1
1103.2188,27
1103.2224,1751
1103.2233,1565
1103.2236,1565
1103.2238,1565
1103.2247,1685
1103.2257,1083
1103.2281,-1
1103.229,2071
1103.2292,2187
1103.2293,671
1103.2305,-1
1103.2306,1565
1103.2309,211
1103.2313,352
1103.2323,-1
1103.2324,-1
1103.2354,782
1103.237,1565
1103.2375,-1
1103.2377,-1
1103.2386,-1
1103.2401,131
1103.2453,173
1103.2455,-1
1103.2475,-1
1103.2477,721
1103.2495,1756
1103.2497,-1
1103.2524,-1
1103.2541,1659
1103.2548,-1
1103.2554,222
1103.2563,1998
1103.2565,1565
1103.2569,131
1103.257,-1
1103.2583,178
1103.2585,-1
1103.2588,378
1103.2597,1565
1103.2603,1290
1103.2604,1413
1103.262,29
1103.2622,1570
1103.2632,-1
1103.2637,1565
1103.2639,1565
1103.2644,1778
1103.2658,608
1103.266,1625
1103.2667,2009
1103.2682,219
1103.2688,-1
1103.27,554
1103.2705,1073
1103.2713,444
1103.2714,-1
1103.2721,-1
1103.2733,896
1103.2737,-1
1103.2742,1685
1103.2743,601
1103.2755,-1
1103.2766,-1
1103.2767,-1
1103.2768,1565
1103.2772,215
1103.2773,1154
1103.2775,1117
1103.278,131
1103.2786,45
1103.2789,1565
1103.279,191
1103.2791,-1
1103.2828,-1
1103.284,-1
1103.2858,-1
1103.286,1565
1103.2869,-1
1103.291,1565
1103.2912,232
1103.2936,1364
1103.2957,100
1103.2976,-1
1103.2984,197
1103.2988,1565
1103.3,1428
1103.3004,194
1103.3009,1565
1103.301,1689
1103.3011,1565
1103.3024,-1
1103.3025,1434
1103.3037,1565
1103.3049,-1
1103.3051,-1
1103.3056,2299
1103.3057,1127
1103.3062,1565
1103.3068,-1
1103.3071,1154
1103.3072,-1
1103.3074,-1
1103.3078,1759
1103.308,-1
1103.3081,2385
1103.3082,-1
1103.3101,1139
1103.3125,835
1103.3128,192
1103.3129,-1
1103.313,1565
1103.3139,968
1103.3164,1565
1103.3185,-1
1103.3187,1440
1103.32,-1
1103.3209,630
1103.3211,1575
1103.3219,-1
1103.3245,-1
1103.325,152
1103.3252,-1
1103.3266,572
1103.3268,1156
1103.3269,-1
1103.3272,-1
1103.3273,1322
1103.3275,896
1103.3276,1837
1103.3277,-1
1103.3285,-1
1103.3299,1565
1103.3327,530
1103.333,1565
1103.3357,1630
1103.337,1368
1103.3373,1816
1103.3379,-1
1103.3385,474
1103.3392,1831
1103.3414,-1
1103.3421,-1
1103.3436,914
1103.3446,-1
1103.345,1565
1103.3469,2074
1103.3484,-1
1103.3499,16
1103.35,-1
1103.3505,2325
1103.3518,1565
1103.3523,-1
1103.3527,7
1103.3528,-1
1103.3542,1203
1103.3544,-1
1103.355,250
1103.3562,497
1103.3575,1565
1103.3586,-1
1103.3599,-1
1103.3614,983
1103.3628,-1
1103.363,2313
1103.3647,-1
1103.3652,1301
1103.3653,-1
1103.366,-1
1103.3663,92
1103.3668,-1
1103.3689,-1
1103.369,1565
1103.3702,-1
1103.3703,1565
1103.3706,-1
1103.3707,-1
1103.3709,-1
1103.3716,-1
1103.3741,1352
1103.375,1565
1103.3751,834
1103.3796,-1
1103.3797,1538
1103.3813,1565
1103.3825,1538
1103.3826,1565
1103.3828,1565
1103.3835,-1
1103.384,1565
1103.3848,1565
1103.3875,1565
1103.3879,23
1103.3888,2237
1103.3895,-1
1103.3896,-1
1103.39,1565
1103.3905,-1
1103.391,170
1103.3913,1630
1103.3927,1565
1103.3941,1557
1103.3944,184
1103.3946,192
1103.3963,1781
1103.3978,-1
1103.3981,44
1103.399,843
1103.3992,1565
1103.4026,-1
1103.4044,2139
1103.4047,307
1103.4049,1750
1103.4055,-1
1103.407,1804
1103.4073,-1
1103.4085,-1
1103.4099,782
1103.4108,-1
1103.4124,-1
1103.4127,348
1103.4132,200
1103.4134,-1
1103.4144,2217
1103.4146,-1
1103.4147,-1
1103.4149,2243
1103.4156,148
1103.416,1629
1103.4164,601
1103.4167,2309
1103.4183,1565
1103.4186,1373
1103.4205,-1
1103.4214,-1
1103.4215,131
1103.4224,-1
1103.4225,1565
1103.4228,1565
1103.4233,-1
1103.4237,2178
1103.4245,1565
1103.4249,-1
1103.425,-1
1103.4252,1648
1103.4255,1565
1103.4257,2283
1103.4264,-1
1103.4266,-1
1103.4276,1766
1103.4284,1565
1103.4301,-1
1103.4312,-1
1103.4328,2215
1103.4356,1565
1103.4363,-1
1103.4364,1565
1103.4365,-1
1103.4366,131
1103.4369,772
1103.4373,1565
1103.4376,-1
1103.4378,-1
1103.4384,1762
1103.4388,1040
1103.4389,1565
1103.4407,-1
1103.4422,-1
1103.4427,-1
1103.4477,92
1103.4478,1565
1103.4486,666
1103.4494,-1
1103.4523,1565
1103.4534,1565
1103.4538,-1
1103.4543,2211
1103.4575,-1
1103.4595,-1
1103.4607,839
1103.4608,162
1103.4611,1565
1103.4616,-1
1103.4619,223
1103.4631,108
1103.4632,-1
1103.4636,782
1103.4638,1565
1103.4643,638
1103.4646,1565
1103.4651,-1
1103.4671,1032
1103.4703,-1
1103.4715,1565
1103.4718,1565
1103.4719,1565
1103.4739,1565
1103.4766,2313
1103.4772,1079
1103.4773,1196
1103.4788,2336
1103.4791,1565
1103.4829,1147
1103.4857,1565
1103.4859,-1
1103.4861,-1
1103.4863,197
1103.4872,-1
1103.4909,2150
1103.491,191
1103.4923,2219
1103.4928,1565
1103.4929,271
1103.4958,1565
1103.4975,423
1103.4988,1565
1103.4996,235
1103.4999,136
1103.5005,2312
1103.5025,2346
1103.5031,1565
1103.5036,-1
1103.504,-1
1103.5042,-1
1103.5052,1565
1103.5056,-1
1103.5064,1565
1103.5068,1565
1103.5074,1271
1103.5075,1799
1103.5083,-1
1103.5085,592
1103.5101,231
1103.5106,1641
1103.5145,1780
1103.5165,103
1103.5166,14
1103.5211,-1
1103.5238,-1
1103.5252,-1
1103.5265,66
1103.5281,-1
1103.5299,-1
1103.53,-1
1103.5309,1565
1103.5332,1265
1103.5347,1278
1103.5351,398
1103.5353,-1
1103.5354,1832
1103.5358,44
1103.536,1565
1103.5369,1565
1103.5386,1118
1103.5387,1208
1103.5393,1877
1103.5394,1565
1103.5396,-1
1103.5401,-1
1103.5434,-1
1103.5436,1565
1103.5438,-1
1103.5446,1565
1103.5456,-1
1103.5462,1565
1103.5463,910
1103.5464,1565
1103.5465,-1
1103.5466,-1
1103.5476,-1
1103.5481,132
1103.5484,1565
1103.5485,2089
1103.5487,224
1103.5497,2124
1103.5499,1565
1103.5501,2323
1103.5508,-1
1103.554,-1
1103.5549,-1
1103.5556,1565
1103.5558,1898
1103.557,-1
1103.5577,22
1103.5579,-1
1103.5618,-1
1103.5636,1649
1103.5648,-1
1103.5658,1345
1103.5677,1565
1103.569,1565
1103.5706,1840
1103.5707,-1
1103.5727,1028
1103.5734,1565
1103.5742,-1
1103.5744,-1
1103.5749,-1
1103.5754,-1
1103.5763,1441
1103.5767,2032
1103.5771,-1
1103.5779,-1
1103.5786,-1
1103.5798,2269
1103.5806,-1
1103.5812,1565
1103.5821,1107
1103.5828,1091
1103.5857,-1
1103.5863,765
1103.5867,1565
1103.5876,1565
1103.588,401
1103.5889,2265
1103.59,1565
1103.5919,2337
1103.5923,657
1103.5924,1866
1103.5929,1487
1103.5958,1565
1103.5974,1802
1103.5987,-1
1103.5995,1565
1103.5996,630
1103.602,1565
1103.6026,-1
1103.6028,1693
1103.6031,-1
1103.6032,1694
1103.6034,-1
1103.6035,1573
1103.6036,-1
1103.6037,397
1103.6038,-1
1103.6039,2000
1103.6041,1565
1103.6042,710
1103.6062,1291
1103.6085,92
1103.609,1468
1103.6091,4
1103.6104,-1
1103.6117,554
1103.6129,1565
1103.613,-1
1103.6135,-1
1103.615,-1
1103.6174,432
1103.6225,-1
1103.6227,1538
1103.6236,624
1103.6237,1565
1103.6265,2292
1103.6268,-1
1103.627,117
1104.0001,-1
1104.0004,-1
1104.0007,2080
1104.0009,342
1104.001,-1
1104.0011,1664
1104.0012,727
1104.0015,-1
1104.002,158
1104.0031,1775
1104.0033,-1
1104.0036,1921
1104.0041,-1
1104.0042,1707
1104.0044,-1
1104.0045,-1
1104.0048,673
1104.0054,644
1104.0065,1565
1104.0072,782
1104.0075,-1
1104.008,-1
1104.0097,1874
1104.0115,1514
1104.0134,1565
1104.0149,1565
1104.016,1565
1104.0171,391
1104.0178,1565
1104.0205,-1
1104.0211,-1
1104.0223,-1
1104.0244,1565
1104.0248,-1
1104.0249,1010
1104.0269,1565
1104.0278,14
1104.0284,1464
1104.0329,1565
1104.034,1099
1104.0342,1565
1104.0363,-1
1104.0385,1565
1104.0389,398
1104.0394,497
1104.0414,783
1104.0415,131
1104.0442,200
1104.0456,2335
1104.0462,1565
1104.0465,1215
1104.0476,-1
1104.0488,1090
1104.0501,30
1104.0506,-1
1104.0507,-1
1104.0512,-1
1104.0514,1559
1104.0521,1565
1104.0525,-1
1104.0534,-1
1104.0548,784
1104.0549,498
1104.0564,1464
1104.0566,-1
1104.057,1360
1104.0625,1091
1104.063,808
1104.0631,-1
1104.0634,1565
1104.0652,-1
1104.0663,645
1104.0665,-1
1104.0666,-1
1104.067,-1
1104.0671,731
1104.0672,-1
1104.0676,141
1104.0679,-1
1104.0681,1565
1104.0683,634
1104.0704,-1
1104.0711,1732
1104.0712,-1
1104.073,-1
1104.0741,2392
1104.0754,103
1104.0778,-1
1104.0804,896
1104.0817,-1
1104.0827,507
1104.0832,-1
1104.0837,-1
1104.0842,-1
1104.0845,-1
1104.0857,1858
1104.0859,1923
1104.086,-1
1104.0863,-1
1104.0864,1565
1104.0879,-1
1104.0885,2388
1104.0894,-1
1104.0901,-1
1104.0926,33
1104.0927,-1
1104.0928,1565
1104.093,-1
1104.0931,531
1104.0937,864
1104.0946,2085
1104.0949,4
1104.095,1565
1104.0951,-1
1104.0956,61
1104.0958,1538
1104.0964,1565
1104.0974,-1
1104.0981,-1
1104.0984,1780
1104.0985,2174
1104.1016,2273
1104.1032,1565
1104.1042,-1
1104.1053,29
1104.1055,14
1104.1062,573
1104.1082,1969
1104.11,698
1104.1103,-1
1104.1108,1565
1104.1124,759
1104.1127,1154
1104.1136,-1
1104.1141,-1
1104.1145,570
1104.1172,583
1104.1173,1565
1104.1174,-1
1104.1176,-1
1104.1177,-1
1104.118,1377
1104.1185,1565
1104.1236,1829
1104.1239,2060
1104.1275,356
1104.1282,755
1104.13,601
1104.1334,2209
1104.1335,1621
1104.1348,-1
1104.1367,-1
1104.1388,1992
1104.139,-1
1104.1397,2022
1104.1399,-1
1104.1423,-1
1104.1424,20
1104.1426,651
1104.1427,-1
1104.1428,454
1104.1431,-1
1104.1434,-1
1104.1437,375
1104.1443,-1
1104.1444,-1
1104.1447,1727
1104.146,-1
1104.1475,1565
1104.1526,1634
1104.1529,1843
1104.1545,1565
1104.1547,1565
1104.1553,1565
1104.1562,-1
1104.1566,471
1104.1577,-1
1104.1593,-1
1104.1615,-1
1104.1618,-1
1104.1621,-1
1104.1626,1292
1104.1628,607
1104.1632,-1
1104.1634,23
1104.1635,-1
1104.1636,1565
1104.1638,-1
1104.1639,1196
1104.164,1565
1104.1649,-1
1104.1659,1565
1104.1664,1565
1104.1667,-1
1104.1669,1482
1104.168,903
1104.1682,1
1104.1687,-1
1104.1703,-1
1104.1706,1565
1104.1715,834
1104.1726,2077
1104.1757,469
1104.1758,681
1104.1763,1565
1104.1791,1226
1104.1812,-1
1104.1828,-1
1104.1829,-1
1104.1925,1565
1104.1933,1565
1104.1934,1565
1104.194,-1
1104.1942,1565
1104.1955,-1
1104.1957,1565
1104.1977,761
1104.1984,-1
1104.2003,-1
1104.2012,500
1104.2024,1987
1104.2037,571
1104.2039,201
1104.204,-1
1104.2041,-1
1104.2047,1565
1104.2052,1565
1104.2055,1007
1104.2073,397
1104.2089,-1
1104.209,-1
1104.2092,91
1104.2093,-1
1104.2094,1565
1104.2103,1565
1104.2121,-1
1104.2131,1565
1104.214,1314
1104.2148,1051
1104.2157,1581
1104.2169,-1
1104.217,1207
1104.2173,-1
1104.2179,-1
1104.2181,1565
1104.2182,1565
1104.2185,-1
1104.2189,-1
1104.2202,1347
1104.224,1165
1104.2245,1565
1104.2246,-1
1104.2256,-1
1104.2274,103
1104.2276,-1
1104.2283,1719
1104.2298,1084
1104.232,264
1104.2321,1918
1104.2323,-1
1104.2326,2175
1104.233,-1
1104.2332,-1
1104.2333,45
1104.2334,-1
1104.2336,-1
1104.2345,-1
1104.2348,423
1104.235,1543
1104.2357,-1
1104.2367,-1
1104.2376,-1
1104.2379,-1
1104.2388,2200
1104.2408,529
1104.2411,-1
1104.2435,-1
1104.2438,1565
1104.2447,1292
1104.2457,1565
1104.2487,23
1104.2493,1688
1104.2497,-1
1104.2501,-1
1104.2506,1565
1104.2513,-1
1104.252,-1
1104.2521,1125
1104.2528,36
1104.2537,-1
1104.2543,-1
1104.2548,844
1104.256,782
1104.2567,1985
1104.2569,1565
1104.2586,1565
1104.2587,1629
1104.259,385
1104.2593,-1
1104.2594,-1
1104.2596,118
1104.2602,-1
1104.2607,1565
1104.2608,484
1104.2612,-1
1104.2614,1565
1104.2619,554
1104.2628,1394
1104.265,2080
1104.2663,1565
1104.2667,92
1104.2668,514
1104.2674,-1
1104.2712,2080
1104.2713,573
1104.2725,1828
1104.2734,1565
1104.274,570
1104.2747,1579
1104.275,1565
1104.2758,14
1104.277,1631
1104.2785,-1
1104.2801,-1
1104.2823,1602
1104.2831,1565
1104.2833,-1
1104.2839,-1
1104.285,1565
1104.2865,-1
1104.2869,864
1104.2874,-1
1104.2877,2162
1104.288,738
1104.2881,-1
1104.2889,731
1104.2894,-1
1104.29,-1
1104.2901,-1
1104.2902,1179
1104.2904,738
1104.2905,1565
1104.2906,2142
1104.2912,1468
1104.2916,1565
1104.2917,-1
1104.2918,-1
1104.2928,-1
1104.2932,33
1104.2933,1565
1104.2934,-1
1104.2948,-1
1104.2949,1565
1104.295,1565
1104.2977,721
