paper_id,hdbscan_label
704.2997,1565
704.3001,-1
704.3008,2255
704.3009,1565
704.3012,-1
704.3026,-1
704.303,-1
704.3034,-1
704.3038,628
704.3043,739
704.3053,-1
704.3062,-1
704.3064,830
704.3065,1565
704.3068,-1
704.3069,-1
704.3073,14
704.3076,1251
704.3078,2158
704.3088,-1
704.3097,-1
704.3104,-1
704.3106,1565
704.3108,-1
704.3128,-1
704.3131,-1
704.3135,1079
704.3149,1565
704.315,1565
704.3158,455
704.3159,1061
704.3166,566
704.3168,-1
704.3171,1565
704.3187,1565
704.3188,760
704.3191,-1
704.3192,1197
704.32,1565
704.3202,1628
704.3203,-1
704.3206,715
704.3224,1565
704.3229,1659
704.3235,361
704.3236,1720
704.3247,93
704.3252,989
704.3266,745
704.3267,102
704.3269,1866
704.3285,131
704.3315,-1
704.3328,-1
704.333,-1
704.3331,2180
704.3336,-1
704.3337,17
704.336,1565
704.3361,-1
704.3369,-1
704.3385,1303
704.3394,1478
704.3414,69
704.3418,1154
704.3431,1565
704.3437,-1
704.3438,-1
704.3441,1565
704.3454,1565
704.3455,-1
704.3458,1565
704.3467,1304
704.3472,-1
704.3475,1565
704.3477,-1
704.3488,1565
704.349,1038
704.3507,-1
704.3508,-1
704.3517,-1
704.3528,866
704.3533,-1
704.3539,2131
704.3543,1565
704.3545,1565
704.3552,-1
704.3554,1565
704.3557,1567
704.3567,-1
704.3572,-1
704.3581,1565
704.3583,-1
704.3587,1135
704.3589,1565
704.3592,1565
704.3597,117
704.3601,1812
704.3604,-1
704.3609,1118
704.3611,-1
704.3614,225
704.3617,1565
704.3629,909
704.3637,-1
704.3654,1565
704.3657,1565
704.3675,-1
704.3681,2368
704.3682,1510
704.3685,497
704.3704,1830
704.3718,-1
704.3721,1565
704.3722,1565
704.3736,-1
704.3739,1565
704.3772,2307
704.38,972
704.3805,20
704.3831,1565
704.3832,-1
704.3834,1565
704.3836,2242
704.3842,-1
704.3851,1091
704.3856,1565
704.3883,-1
704.3884,-1
704.3895,1712
704.39,1565
704.3908,1400
704.391,1565
704.3915,-1
704.3919,1565
704.3925,151
704.3932,1565
704.3936,731
704.3941,22
704.3943,-1
704.3944,92
704.3956,1157
704.3979,-1
704.3991,-1
705.0002,1614
705.0003,-1
705.0004,-1
705.0009,84
705.0041,14
705.0048,1565
705.0057,1980
705.0062,2165
705.0063,1565
705.0066,-1
705.0094,-1
705.0096,1345
705.0119,-1
705.0126,2283
705.0127,1565
705.0145,2317
705.0146,2317
705.0154,-1
705.0155,1584
705.0163,117
705.0164,758
705.0165,-1
705.0166,-1
705.0185,1565
705.0215,-1
705.0217,1565
705.0232,601
705.0234,673
705.0238,1084
705.024,1565
705.0246,1565
705.0249,-1
705.0266,2326
705.0272,1835
705.0273,-1
705.0298,896
705.0305,-1
705.0328,1565
705.033,1565
705.0343,1565
705.0352,1565
705.0354,-1
705.0356,-1
705.0357,1565
705.0358,694
705.0359,-1
705.0363,1565
705.0367,-1
705.0368,-1
705.038,-1
705.0387,1565
705.0396,609
705.0402,464
705.0421,1565
705.0429,-1
705.0433,1565
705.0438,1565
705.044,-1
705.0447,1565
705.0448,559
705.0461,1559
705.0464,1992
705.0471,312
705.0481,-1
705.0493,194
705.0494,1565
705.0512,606
705.053,1565
705.0531,1017
705.0533,-1
705.0541,1293
705.0547,519
705.0574,-1
705.0583,-1
705.059,782
705.0598,1565
705.0604,1338
705.0605,1154
705.0607,-1
705.0615,1565
705.0639,528
705.0642,1565
705.0645,2023
705.0647,-1
705.066,92
705.0682,747
705.0685,-1
705.0696,2062
705.0701,1565
705.0702,800
705.0706,1565
705.0707,-1
705.0711,-1
705.0716,34
705.0726,1565
705.0748,1265
705.0763,2366
705.0769,664
705.078,-1
705.0793,-1
705.081,775
705.0831,-1
705.0851,1604
705.0877,1973
705.0878,-1
705.0885,203
705.0887,2282
705.0889,391
705.0894,1565
705.0905,782
705.091,-1
705.0913,-1
705.0918,-1
705.0919,1377
705.0922,782
705.0935,1293
705.094,-1
705.0963,-1
705.0966,490
705.0977,-1
705.0978,620
705.0979,-1
705.0987,1565
705.0988,1565
705.1006,608
705.1007,1565
705.1011,-1
705.1032,614
705.1034,-1
705.1046,1565
705.1049,1565
705.106,-1
705.1061,-1
705.1088,1565
705.1097,1565
705.1125,1992
705.1132,-1
705.1135,1565
705.1141,497
705.1144,-1
705.1145,-1
705.1153,-1
705.116,207
705.1165,-1
705.117,1565
705.1186,2152
705.1189,-1
705.1206,1818
705.1211,131
705.1242,652
705.1246,-1
705.1249,-1
705.1267,-1
705.1278,-1
705.1306,115
705.1311,-1
705.1312,1310
705.1315,-1
705.1319,1607
705.1323,-1
705.1325,1565
705.1339,-1
705.1353,1217
705.1362,1565
705.1365,-1
705.1373,-1
705.1378,564
705.1387,1089
705.1417,1625
705.1427,1725
705.1437,54
705.1439,599
705.1441,-1
705.1444,1089
705.1464,-1
705.1471,-1
705.1478,-1
705.1494,460
705.1508,1565
705.1513,-1
705.1524,1565
705.1526,1565
705.1534,1565
705.1537,1565
705.1539,-1
705.1544,-1
705.1545,-1
705.1554,-1
705.1558,606
705.158,1565
705.1589,-1
705.1592,943
705.1605,-1
705.1615,-1
705.1628,654
705.1633,1565
705.1636,782
705.1637,1591
705.165,1565
705.1677,1197
705.1705,1600
705.1718,-1
705.172,-1
705.1721,538
705.1722,432
705.1723,1565
705.1726,782
705.1742,624
705.1747,449
705.1752,1565
705.1755,-1
705.1756,1565
705.1758,-1
705.1771,1565
705.1779,2292
705.178,1983
705.1781,-1
705.1795,1530
705.1796,1565
705.181,-1
705.1826,970
705.1843,-1
705.1846,-1
705.1856,-1
705.1858,1655
705.1861,-1
705.1862,1565
705.1866,1565
705.1873,1208
705.1891,-1
705.1895,731
705.1901,395
705.1906,748
705.1921,18
705.1938,266
705.1968,-1
705.1972,-1
705.1973,1551
705.1989,343
705.1994,-1
705.2004,1332
705.2017,865
705.2018,972
705.2021,1565
705.2031,161
705.2036,1923
705.2039,1445
705.204,1926
705.2041,-1
705.2047,266
705.2054,-1
705.206,1459
705.2066,-1
705.2072,611
705.2073,498
705.2094,-1
705.2115,713
705.2117,1565
705.212,2146
705.2123,1565
705.2129,1565
705.2152,1873
705.2164,-1
705.2171,117
705.2195,445
705.2196,-1
705.2207,1128
705.2213,-1
705.2219,837
705.2225,1034
705.2226,1045
705.2232,1998
705.2242,-1
705.2244,1565
705.2246,52
705.2266,175
705.2283,1815
705.23,-1
705.2304,-1
705.2315,-1
705.2316,1565
705.233,1309
705.2333,27
705.2359,-1
705.2378,1565
705.2381,398
705.2383,1505
705.2389,1565
705.2411,1565
705.2414,1565
705.2417,630
705.2423,203
705.2438,-1
705.2442,-1
705.2443,1565
705.2448,2241
705.2453,257
705.2457,-1
705.2464,125
705.2496,1310
705.2507,1565
705.2514,1565
705.2524,-1
705.2536,1565
705.2542,-1
705.2543,29
705.2548,1565
705.2552,1565
705.2574,1565
705.2582,-1
705.259,1565
705.2598,-1
705.2602,865
705.2603,1565
705.2619,-1
705.2642,-1
705.2651,1565
705.2653,1565
705.2654,2
705.2663,2313
705.2672,1001
705.2674,1565
705.2675,772
705.2678,1692
705.2679,29
705.2693,92
705.2695,18
705.2712,-1
705.2713,-1
705.2719,147
705.2722,1409
705.2726,-1
705.2741,337
705.2745,1524
705.2756,885
705.276,-1
705.2772,-1
705.2773,688
705.2774,-1
705.2779,-1
705.278,1345
705.2792,131
705.2795,1344
705.2804,58
705.2808,1565
705.2831,-1
705.2832,6
705.2853,23
705.286,-1
705.2861,624
705.2864,161
705.2901,2181
705.291,1565
705.2923,197
705.2936,1298
705.2941,1565
705.2943,-1
705.2946,-1
705.2947,92
705.2958,1780
705.2962,1085
705.2969,759
705.297,-1
705.2971,116
705.2985,-1
705.3016,1243
705.3018,1565
705.3023,-1
705.3042,207
705.3043,1565
705.3046,1565
705.3053,29
705.3059,-1
705.3063,603
705.3083,-1
705.31,-1
705.3113,1565
705.3116,-1
705.3118,522
705.3119,-1
705.312,1591
705.3124,-1
705.3141,1137
705.3154,-1
705.3158,2321
705.3163,1952
705.3165,-1
705.3169,-1
705.3172,1565
705.3173,1565
705.3181,-1
705.3182,1565
705.3199,131
705.3208,-1
705.3209,289
705.3223,-1
705.3228,-1
705.324,1837
705.3242,-1
705.3244,-1
705.3245,-1
705.3254,-1
705.3258,1565
705.3259,1715
705.3262,1591
705.3267,-1
705.3269,391
705.3274,1565
705.3288,-1
705.3289,1565
705.3293,896
705.3313,554
705.3323,-1
705.3325,738
705.3334,266
705.3335,-1
705.3336,1720
705.3338,-1
705.335,807
705.3359,-1
705.3377,-1
705.3381,1565
705.3394,-1
705.3395,1565
705.3396,160
705.3403,916
705.3406,1154
705.3408,-1
705.3414,-1
705.3421,1565
705.3431,1565
705.3438,-1
705.3441,-1
705.3444,1565
705.3455,18
705.3462,-1
705.3469,2357
705.3478,-1
705.3507,1565
705.3508,395
705.3514,294
705.3519,192
705.3562,1325
705.3563,-1
705.3579,1565
705.3586,-1
705.3594,-1
705.3596,520
705.3611,1154
705.3621,1157
705.3622,497
705.3626,-1
705.3638,-1
705.3642,-1
705.3643,2202
705.3647,-1
705.3662,-1
705.3678,631
705.3681,1023
705.3687,1565
705.3704,1613
705.371,534
705.3713,-1
705.3717,-1
705.3723,2301
705.3725,1565
705.3727,1565
705.3747,1565
705.3764,1413
705.3776,83
705.3792,1241
705.3795,607
705.3797,1963
705.38,721
705.3801,1427
705.3835,103
705.3853,-1
705.3854,2071
705.3855,12
705.3856,1565
705.3865,-1
705.3889,1656
705.3901,-1
705.3917,-1
705.3922,1565
705.394,620
705.3943,1565
705.3945,-1
705.3966,1283
705.3967,1565
705.397,2095
705.3975,-1
705.3977,749
705.398,-1
705.3982,-1
705.3984,2317
705.4002,1304
705.402,-1
705.403,777
705.4034,1565
705.4035,500
705.4037,-1
705.4053,-1
705.4056,500
705.4086,-1
705.409,-1
705.4092,-1
705.4095,-1
705.4101,150
705.4102,145
705.4103,492
705.4113,-1
705.4121,1565
705.4139,1565
705.4144,1565
705.4158,-1
705.4162,1565
705.4163,-1
705.4172,-1
705.4175,1786
705.4196,1565
705.4199,-1
705.4223,-1
705.4234,1565
705.4247,550
705.4263,1565
705.4273,1625
705.4283,-1
705.4284,1565
705.4285,1265
705.4288,1690
705.429,-1
705.4311,606
705.4319,-1
705.4343,1565
705.4347,18
705.435,1565
705.4393,601
705.4398,139
705.4399,1347
705.4403,1565
705.4404,1137
705.441,1565
705.4418,1763
705.4422,1565
705.4456,620
705.4457,1565
705.4467,-1
705.448,1565
705.4491,1575
705.4494,554
705.4511,-1
705.4512,1565
705.4541,1565
705.4543,1565
705.4557,-1
705.4568,1422
705.4574,663
705.4586,-1
705.4587,554
705.4597,669
705.4601,-1
705.4603,1883
705.4614,-1
705.4621,452
705.4622,-1
705.4623,1813
705.4641,1565
705.4643,1565
705.4664,-1
705.4667,1565
706.0005,1565
706.0012,1181
706.0019,855
706.0021,-1
706.0025,1565
706.0033,2189
706.0045,622
706.0048,747
706.0054,1887
706.0068,534
706.007,92
706.0081,596
706.009,2016
706.0092,1478
706.0095,-1
706.0134,-1
706.0143,1565
706.0148,1565
706.0149,1565
706.0165,-1
706.0174,200
706.0179,1565
706.0191,856
706.0208,1565
706.0209,-1
706.021,998
706.0211,-1
706.0215,1565
706.022,-1
706.0221,1565
706.0224,2006
706.0233,1806
706.0238,-1
706.0242,1565
706.0253,843
706.0261,1208
706.0262,845
706.027,-1
706.0278,1798
706.0305,-1
706.033,-1
706.0344,1565
706.0361,-1
706.0367,-1
706.0369,-1
706.0385,1565
706.0391,-1
706.0392,1565
706.0407,1869
706.0412,550
706.0452,784
706.0495,2330
706.05,92
706.0503,-1
706.0513,1186
706.0515,2065
706.0518,-1
706.0519,91
706.052,2013
706.0524,1817
706.0527,1565
706.053,1565
706.0535,-1
706.0542,1024
706.0543,1565
706.0547,-1
706.0558,2393
706.0561,902
706.0563,1565
706.0575,1565
706.0576,-1
706.0587,981
706.0619,-1
706.0657,1113
706.0661,1503
706.0669,-1
706.0672,259
706.0678,1565
706.0696,530
706.0713,-1
706.0732,1565
706.0755,1119
706.0763,1565
706.0783,738
706.0784,-1
706.0795,-1
706.0797,1565
706.0802,-1
706.0803,-1
706.0808,1324
706.081,-1
706.0811,1278
706.083,1017
706.0831,1565
706.0832,1769
706.0836,1574
706.0849,-1
706.0856,2007
706.0857,-1
706.0867,1695
706.0875,1565
706.0877,2142
706.088,-1
706.0887,1293
706.0893,-1
706.0896,-1
706.0899,1606
706.09,1565
706.0914,92
706.0927,1336
706.0945,1241
706.095,1565
706.0965,497
706.0987,-1
706.0989,1022
706.0991,1565
706.104,-1
706.105,2139
706.1057,602
706.1067,497
706.1071,79
706.1074,-1
706.1076,41
706.1083,-1
706.1094,774
706.1105,-1
706.1106,1565
706.1121,497
706.1128,1565
706.1129,-1
706.114,-1
706.1145,29
706.1149,968
706.1168,-1
706.1182,-1
706.1191,1565
706.1197,610
706.1202,1524
706.1212,1565
706.1213,-1
706.1216,1565
706.1221,1648
706.1223,131
706.1235,-1
706.1241,669
706.1256,1565
706.1265,1179
706.127,1871
706.1273,-1
706.1275,-1
706.1285,1066
706.1292,-1
706.1302,925
706.1314,-1
706.132,124
706.1321,-1
706.1323,1771
706.1324,1756
706.1332,558
706.1334,-1
706.134,481
706.1345,-1
706.1346,2136
706.135,222
706.1353,-1
706.1372,-1
706.1375,18
706.1378,1565
706.1412,634
706.1421,1565
706.143,1625
706.1432,-1
706.1433,-1
706.1441,-1
706.1464,-1
706.1491,1582
706.1495,638
706.1501,567
706.1505,1633
706.151,-1
706.1513,1565
706.1518,345
706.1535,92
706.1537,-1
706.1538,1565
706.1544,1565
706.1551,1182
706.1552,2042
706.1564,-1
706.1565,200
706.1569,-1
706.1578,1348
706.158,1565
706.1583,1565
706.1586,-1
706.1593,-1
706.1595,1796
706.1626,811
706.1636,1100
706.1639,1877
706.1643,598
706.1646,1565
706.1656,1565
706.1658,1565
706.1663,607
706.1676,-1
706.1682,-1
706.1684,1544
706.1703,-1
706.171,1452
706.1713,1565
706.1714,1249
706.1715,2296
706.1718,1565
706.1719,-1
706.1724,1535
706.1731,-1
706.1739,2394
706.1762,450
706.1767,550
706.1772,1154
706.1775,179
706.1777,1565
706.1779,-1
706.1787,1065
706.1801,22
706.1804,1473
706.1809,-1
706.1811,-1
706.1819,798
706.1828,-1
706.1856,-1
706.1857,-1
706.1869,997
706.1873,2275
706.1885,407
706.19,1738
706.1909,1100
706.1912,-1
706.1913,2313
706.1921,638
706.1931,607
706.1939,-1
706.1944,-1
706.1945,1538
706.1959,199
706.1963,758
706.1965,-1
706.1967,-1
706.1975,828
706.1976,1565
706.1982,-1
706.1987,-1
706.1988,-1
706.199,638
706.1995,-1
706.1997,-1
706.1999,1565
706.2006,14
706.2008,-1
706.2011,-1
706.2014,-1
706.2016,1245
706.2022,-1
706.2029,1565
706.2039,2263
706.2055,-1
706.2059,1565
706.2075,131
706.2086,1565
706.2096,1580
706.21,-1
706.2101,242
706.2102,1565
706.2105,1565
706.212,-1
706.2128,2373
706.2137,-1
706.2139,88
706.2145,1583
706.215,-1
706.2164,630
706.217,-1
706.2171,1565
706.2174,-1
706.2181,1565
706.2186,1899
706.2189,554
706.2206,1565
706.2225,-1
706.2227,1347
706.2234,-1
706.2235,931
706.2243,1565
706.2245,1565
706.2256,1317
706.2275,-1
706.2278,-1
706.2283,1565
706.2288,1565
706.2294,1565
706.2299,-1
706.2301,1565
706.2323,-1
706.2325,1027
706.2326,1024
706.2337,238
706.2338,-1
706.2344,1586
706.2346,570
706.2351,-1
706.236,1565
706.2361,1923
706.2374,525
706.2376,1928
706.2378,864
706.2382,1565
706.2386,529
706.2395,-1
706.2435,1901
706.2443,-1
706.2473,-1
706.2527,1565
706.2541,1799
706.2547,-1
706.2548,-1
706.2551,-1
706.2558,1565
706.2559,-1
706.2564,573
706.2566,-1
706.2567,1243
706.2572,1038
706.2574,1565
706.2586,1565
706.259,-1
706.2593,1604
706.2599,-1
706.2607,117
706.2613,1674
706.2614,2297
706.2615,-1
706.2622,-1
706.2624,-1
706.2627,786
706.2629,554
706.264,1419
706.2643,-1
706.2652,466
706.2653,-1
706.2654,1565
706.2663,-1
706.2669,1565
706.2683,1693
706.2687,-1
706.269,888
706.2692,805
706.2696,1
706.271,1537
706.2712,1565
706.2723,1231
706.2724,-1
706.2745,-1
706.2759,-1
706.2768,14
706.2775,388
706.278,422
706.2784,-1
706.2788,1565
706.2801,1926
706.2823,1565
706.2834,-1
706.2864,1565
706.2879,-1
706.2886,1611
706.2889,698
706.29,-1
706.2904,-1
706.2936,1565
706.2942,-1
706.2948,702
706.2959,23
706.2962,1372
706.2971,1199
706.2976,1565
706.2992,-1
706.2993,-1
706.2994,-1
706.3,1529
706.3001,-1
706.3014,-1
706.3019,-1
706.303,-1
706.3032,1565
706.3035,908
706.3041,-1
706.3043,-1
706.3045,191
706.3046,-1
706.3047,1899
706.3052,1565
706.3053,-1
706.3062,-1
706.3084,1103
706.3089,1565
706.3097,-1
706.3098,1814
706.311,-1
706.3123,-1
706.3154,782
706.3174,1602
706.318,1565
706.3182,1565
706.3187,178
706.3191,782
706.3194,-1
706.3196,1565
706.32,1565
706.3206,-1
706.3209,1565
706.3213,1521
706.3216,-1
706.322,2187
706.3222,-1
706.3233,1834
706.3236,-1
706.3257,-1
706.3259,616
706.326,841
706.3272,-1
706.3274,-1
706.3277,-1
706.3311,124
706.3314,-1
706.3328,-1
706.3332,1496
706.3339,92
706.3344,-1
706.3346,-1
706.3363,1372
706.3386,135
706.3391,1348
706.3395,-1
706.3404,2301
706.3407,-1
706.3421,432
706.3424,1186
706.3426,615
706.3429,-1
706.3448,1565
706.346,-1
706.3464,1565
706.3465,384
706.3467,131
706.3481,1646
706.3482,1186
706.3485,82
706.3495,1565
706.3501,-1
706.3519,-1
706.3524,1565
706.3536,1565
706.3544,760
706.3548,2131
706.3554,2222
706.3567,974
706.3583,-1
706.3587,-1
706.3593,1603
706.3597,1565
706.3622,1565
706.3624,-1
706.3631,1001
706.3632,1565
706.364,529
706.3662,1315
706.3665,-1
706.3667,523
706.3668,-1
706.3683,1565
706.3703,1871
706.3704,-1
706.3705,-1
706.3706,-1
706.3709,514
706.3721,1675
706.3724,738
706.373,-1
706.3741,-1
706.3744,945
706.3754,2189
706.3771,-1
706.3773,99
706.3777,1186
706.3778,1565
706.378,1565
706.3796,1494
706.3798,2257
706.3802,1565
706.3804,2
706.3824,2000
706.383,2086
706.3831,1565
706.3839,1565
706.385,-1
706.3855,-1
706.386,-1
706.3871,181
706.3881,1981
706.3887,-1
706.3894,-1
706.3895,-1
706.3896,73
706.3901,-1
706.3909,-1
706.391,-1
706.3927,-1
706.3935,1424
706.3938,34
706.394,1565
706.3941,-1
706.3943,-1
706.3947,1565
706.3949,2145
706.3952,1565
706.3954,1565
706.3963,2387
706.3967,45
706.3972,-1
706.3994,18
706.4013,573
706.4014,753
706.4021,1565
706.4022,-1
706.4024,-1
706.4028,1565
706.4037,1328
706.4065,-1
706.408,1200
706.4083,-1
706.4086,-1
706.4087,1494
706.4088,-1
706.4091,29
706.4093,-1
706.4096,1127
706.4122,-1
706.4124,1565
706.4136,-1
706.4142,-1
706.4146,-1
706.4154,1565
706.4156,1992
706.4171,607
706.4211,723
706.4237,1565
706.4246,1565
706.4265,1720
706.4289,-1
706.4294,586
706.4303,1079
706.4312,-1
706.4316,-1
706.4317,1036
706.4322,642
706.433,-1
706.4331,552
706.4371,432
706.4374,1565
706.4377,380
706.4381,1565
706.4383,574
706.4389,1565
706.4416,200
706.4424,1565
706.4426,-1
706.4428,1078
706.4435,-1
706.4439,-1
706.4444,1565
706.4453,-1
706.4457,1565
706.4461,-1
706.4463,793
706.4467,1052
706.4483,1565
707.0003,-1
707.0019,1424
707.0024,-1
707.0028,-1
707.003,1202
707.0039,911
707.0066,1565
707.0106,601
707.0109,-1
707.0113,1627
707.0122,1565
707.0158,-1
707.0169,897
707.0177,1489
707.0188,570
707.019,-1
707.0193,-1
707.0196,-1
707.0205,279
707.0207,1572
707.0208,2176
707.0255,2399
707.0269,511
707.0279,608
707.0283,-1
707.0287,2228
707.0288,1125
707.0292,574
707.0304,-1
707.0305,112
707.0306,1565
707.0312,-1
707.0333,2385
707.0355,1078
707.0361,18
707.0382,-1
707.0393,-1
707.0395,1443
707.0407,-1
707.041,1565
707.0417,-1
707.0438,2225
707.0449,1565
707.0464,-1
707.0467,-1
707.0468,-1
707.0469,-1
707.0472,1125
707.0484,-1
707.0485,-1
707.0488,1565
707.0489,2332
707.0501,1426
707.0503,1731
707.0506,-1
707.0516,-1
707.0517,1355
707.0521,-1
707.0525,2281
707.053,601
707.0535,1565
707.0541,1565
707.0542,423
707.0544,1125
707.0545,-1
707.0549,606
707.055,-1
707.0558,1639
707.0561,-1
707.0566,1565
707.0572,665
707.0573,-1
707.0594,1423
707.0595,1565
707.0605,2223
707.0611,-1
707.0616,988
707.0622,223
707.0624,-1
707.0627,1565
707.0651,-1
707.0661,937
707.0672,2039
707.0679,2129
707.0684,460
707.0687,1565
707.0689,554
707.069,-1
707.0694,-1
707.0717,634
707.0737,846
707.0758,1565
707.0777,-1
