paper_id,kmeans_K100,hdbmerge_K100
704.0905,18,0
704.0908,59,0
704.0911,80,0
704.0917,35,0
704.0928,4,1
704.0931,63,0
704.0939,35,0
704.0941,0,0
704.0944,41,0
704.0946,0,0
704.0947,0,0
704.095,0,0
704.0958,47,0
704.0961,0,0
704.0963,56,0
704.0973,29,0
704.0978,0,0
704.1025,62,4
704.1026,4,1
704.1045,0,0
704.1051,91,0
704.1055,55,0
704.1058,46,16
704.1063,53,0
704.1067,0,0
704.1094,0,0
704.1098,0,0
704.1107,68,0
704.1113,18,0
704.1114,0,0
704.1116,0,0
704.1118,0,0
704.1119,25,0
704.1122,15,0
704.1125,59,0
704.1127,92,0
704.1129,1,0
704.1131,0,0
704.1133,0,0
704.1135,4,1
704.1142,30,0
704.1151,25,0
704.1156,9,0
704.1159,0,0
704.1162,0,0
704.117,0,0
704.1176,11,0
704.1182,35,0
704.1197,35,0
704.1202,94,0
704.1204,61,9
704.121,0,0
704.1214,0,0
704.1215,0,0
704.122,50,0
704.1226,70,0
704.1228,0,0
704.1237,35,0
704.1245,35,0
704.125,70,0
704.1253,44,17
704.1265,63,0
704.1275,0,0
704.1281,1,0
704.1296,18,0
704.1297,87,0
704.13,67,3
704.1301,16,0
704.1302,0,0
704.1304,34,83
704.1306,70,0
704.1315,35,0
704.1318,57,0
704.1346,0,0
704.1364,0,0
704.1366,0,0
704.1374,0,0
704.1376,0,0
704.1387,0,0
704.1408,32,37
704.143,0,0
704.1436,0,0
704.1442,63,0
704.145,0,0
704.1458,35,0
704.1462,35,0
704.1481,86,0
704.1483,63,0
704.1496,0,0
704.1498,0,0
704.1502,63,0
704.1507,35,0
704.1509,0,0
704.1511,24,0
704.1521,7,0
704.1522,9,0
704.1558,0,0
704.1559,0,0
704.1562,35,0
704.1566,73,0
704.157,0,0
704.1573,43,0
704.1576,0,0
704.1578,35,0
704.1579,45,0
704.1583,0,0
704.1592,0,0
704.16,80,0
704.1603,0,0
704.1606,73,0
704.1609,16,0
704.1612,0,0
704.1614,63,0
704.1617,30,0
704.1619,6,0
704.163,0,0
704.1636,70,0
704.1641,0,0
704.1648,92,0
704.1652,46,0
704.1653,17,1
704.1654,2,9
704.166,8,3
704.1668,16,0
704.1671,9,0
704.1681,18,0
704.1684,0,0
704.1703,0,0
704.1706,98,0
704.1713,16,0
704.1715,0,0
704.1723,43,0
704.1729,36,0
704.1741,29,98
704.1743,80,0
704.1744,28,18
704.1749,35,0
704.175,70,0
704.1762,35,0
704.1766,59,0
704.1767,0,0
704.177,42,0
704.1773,0,0
704.181,98,0
704.1812,0,0
704.1813,31,0
704.1817,0,0
704.1825,91,21
704.1832,0,0
704.1841,0,0
704.1848,7,0
704.1858,45,0
704.186,63,0
704.1907,63,0
704.191,0,0
704.1927,0,0
704.1958,0,0
704.1963,80,0
704.1998,26,0
704.2002,40,0
704.2032,61,9
704.2051,0,0
704.2053,80,0
704.2057,0,0
704.2058,0,0
704.2064,4,1
704.2068,18,0
704.207,7,0
704.2073,0,0
704.2074,63,0
704.2075,91,0
704.2079,0,0
704.2085,0,0
704.2086,0,0
704.2095,22,0
704.21,9,0
704.212,57,0
704.2131,0,0
704.2134,21,3
704.2135,87,0
704.214,76,0
704.2141,64,0
704.2143,0,0
704.2145,31,40
704.2157,98,0
704.2159,0,0
704.2166,53,0
704.2174,18,0
704.2175,22,0
704.2177,80,0
704.2179,0,0
704.2187,35,0
704.2189,52,0
704.2192,0,0
704.2196,0,0
704.2204,0,0
704.2209,0,0
704.221,35,0
704.2217,0,0
704.2228,0,0
704.2235,16,0
704.2239,0,0
704.224,0,0
704.2249,2,9
704.2253,75,0
704.2255,0,0
704.227,70,0
704.2279,73,0
704.2285,0,0
704.2286,0,0
704.2293,5,0
704.2294,73,0
704.2301,30,0
704.2305,18,0
704.2309,53,0
704.2332,0,0
704.2335,0,0
704.2342,70,0
704.2345,0,0
704.235,26,1
704.2387,2,9
704.239,37,0
704.2407,0,0
704.2408,0,0
704.2413,0,0
704.2416,7,0
704.2417,0,0
704.242,0,0
704.2421,4,1
704.2422,0,0
704.2426,0,0
704.243,35,0
704.2436,35,0
704.2444,54,0
704.2445,35,0
704.2455,35,0
704.2459,63,0
704.2461,0,0
704.2469,31,40
704.2486,56,61
704.2494,21,0
704.2525,63,0
704.2532,0,0
704.2535,0,0
704.2543,62,4
704.2545,18,0
704.2549,0,0
704.2557,70,0
704.2568,73,0
704.2573,0,0
704.2577,6,0
704.2579,0,0
704.2589,0,0
704.2603,35,0
704.2605,38,0
704.2606,7,0
704.2607,17,1
704.2608,71,0
704.2612,0,0
704.262,53,0
704.2637,56,10
704.264,70,0
704.2641,35,0
704.2655,53,0
704.2657,73,0
704.2671,0,0
704.2689,37,0
704.269,90,0
704.2693,16,0
704.2698,52,0
704.2704,30,0
704.2705,0,0
704.2709,85,0
704.271,16,0
704.2718,57,0
704.2719,8,3
704.2722,60,0
704.2729,95,19
704.2737,52,0
704.2738,1,8
704.274,73,30
704.2753,26,0
704.2758,0,0
704.2783,38,0
704.2818,0,0
704.282,0,0
704.2821,35,0
704.2828,27,0
704.2836,35,0
704.2837,0,0
704.2839,35,0
704.2846,63,0
704.2882,21,3
704.2887,0,0
704.2888,63,0
704.2907,0,0
704.2923,0,0
704.293,18,0
704.2938,35,0
704.2942,0,0
704.2943,0,0
704.2949,26,0
704.2958,43,0
704.2962,0,0
704.297,59,0
704.2971,35,0
704.2982,0,0
704.2997,0,0
704.3001,0,0
704.3008,0,0
704.3009,0,0
704.3012,82,0
704.3026,0,0
704.303,35,0
704.3034,35,0
704.3038,52,0
704.3043,38,0
704.3053,44,17
704.3062,35,0
704.3064,59,0
704.3065,0,0
704.3068,0,0
704.3069,87,0
704.3073,28,18
704.3076,38,0
704.3078,0,0
704.3088,0,0
704.3097,35,0
704.3104,11,0
704.3106,0,0
704.3108,92,0
704.3128,0,0
704.3131,20,0
704.3135,40,0
704.3149,0,0
704.315,0,0
704.3158,7,0
704.3159,0,0
704.3166,68,0
704.3168,38,0
704.3171,0,0
704.3187,0,0
704.3188,16,0
704.3191,35,0
704.3192,70,0
704.32,0,0
704.3202,35,0
704.3203,0,0
704.3206,24,0
704.3224,0,0
704.3229,0,0
704.3235,44,17
704.3236,35,0
704.3247,10,0
704.3252,29,0
704.3266,98,0
704.3267,20,0
704.3269,18,0
704.3285,4,1
704.3315,53,45
704.3328,6,18
704.333,4,1
704.3331,0,0
704.3336,50,0
704.3337,73,30
704.336,0,0
704.3361,50,0
704.3369,0,0
704.3385,0,0
704.3394,0,0
704.3414,4,1
704.3418,70,0
704.3431,0,0
704.3437,0,0
704.3438,84,33
704.3441,0,0
704.3454,0,0
704.3455,45,8
704.3458,0,0
704.3467,0,0
704.3472,38,0
704.3475,0,0
704.3477,6,18
704.3488,0,0
704.349,63,0
704.3507,35,0
704.3508,35,0
704.3517,52,0
704.3528,0,0
704.3533,70,0
704.3539,0,0
704.3543,0,0
704.3545,0,0
704.3552,9,0
704.3554,0,0
704.3557,70,0
704.3567,1,4
704.3572,55,0
704.3581,0,0
704.3583,63,0
704.3587,0,0
704.3589,0,0
704.3592,0,0
704.3597,20,0
704.3601,91,21
704.3604,63,0
704.3609,0,0
704.3611,14,3
704.3614,54,38
704.3617,0,0
704.3629,7,0
704.3637,35,0
704.3654,0,0
704.3657,0,0
704.3675,90,18
704.3681,0,0
704.3682,0,0
704.3685,40,0
704.3704,65,0
704.3718,0,0
704.3721,0,0
704.3722,0,0
704.3736,0,0
704.3739,0,0
704.3772,0,0
704.38,0,0
704.3805,11,60
704.3831,0,0
704.3832,0,0
704.3834,0,0
704.3836,0,0
704.3842,11,0
704.3851,38,0
704.3856,0,0
704.3883,70,0
704.3884,73,0
704.3895,35,0
704.39,0,0
704.3908,0,0
704.391,0,0
704.3915,94,0
704.3919,0,0
704.3925,25,0
704.3932,0,0
704.3936,26,0
704.3941,45,0
704.3943,0,0
704.3944,1,0
704.3956,40,0
704.3979,0,0
704.3991,0,0
705.0002,30,0
705.0003,0,0
705.0004,0,0
705.0009,44,17
705.0041,28,18
705.0048,0,0
705.0057,0,0
705.0062,0,0
705.0063,0,0
705.0066,70,0
705.0094,6,18
705.0096,92,0
705.0119,68,0
705.0126,0,0
705.0127,0,0
705.0145,0,0
705.0146,0,0
705.0154,99,0
705.0155,0,0
705.0163,20,0
705.0164,48,0
705.0165,26,1
705.0166,3,0
705.0185,0,0
705.0215,23,0
705.0217,0,0
705.0232,26,0
705.0234,0,0
705.0238,0,0
705.024,0,0
705.0246,0,0
705.0249,0,0
705.0266,0,0
705.0272,85,0
705.0273,13,0
705.0298,16,0
705.0305,0,0
705.0328,0,0
705.033,0,0
705.0343,0,0
705.0352,0,0
705.0354,22,0
705.0356,0,0
705.0357,0,0
705.0358,82,0
705.0359,98,0
705.0363,0,0
705.0367,2,9
705.0368,46,0
705.038,56,95
705.0387,0,0
705.0396,26,0
705.0402,35,0
705.0421,0,0
705.0429,38,0
705.0433,0,0
705.0438,0,0
705.044,4,1
705.0447,0,0
705.0448,40,0
705.0461,0,0
705.0464,0,0
705.0471,56,82
705.0481,35,0
705.0493,46,16
705.0494,0,0
705.0512,59,0
705.053,0,0
705.0531,0,0
705.0533,38,0
705.0541,0,0
705.0547,24,0
705.0574,8,3
705.0583,0,0
705.059,16,0
705.0598,0,0
705.0604,0,0
705.0605,70,0
705.0607,19,78
705.0615,0,0
705.0639,43,0
705.0642,0,0
705.0645,79,0
705.0647,80,0
705.066,1,0
705.0682,82,0
705.0685,63,0
705.0696,0,0
705.0701,0,0
705.0702,50,0
705.0706,0,0
705.0707,50,0
705.0711,0,0
705.0716,46,16
705.0726,0,0
705.0748,0,0
705.0763,0,0
705.0769,42,0
705.078,0,0
705.0793,29,0
705.081,38,0
705.0831,50,0
705.0851,0,0
705.0877,18,0
705.0878,50,0
705.0885,53,0
705.0887,0,0
705.0889,46,0
705.0894,0,0
705.0905,16,0
705.091,0,0
705.0913,70,0
705.0918,60,34
705.0919,70,0
705.0922,16,0
705.0935,35,0
705.094,72,0
705.0963,0,0
705.0966,70,0
705.0977,35,0
705.0978,93,0
705.0979,22,16
705.0987,0,0
705.0988,0,0
705.1006,4,1
705.1007,0,0
705.1011,0,0
705.1032,4,1
705.1034,0,0
705.1046,0,0
705.1049,0,0
705.106,7,1
705.1061,0,0
705.1088,0,0
705.1097,0,0
705.1125,0,0
705.1132,0,0
705.1135,0,0
705.1141,40,0
705.1144,0,0
705.1145,0,0
705.1153,35,0
705.116,81,0
705.1165,0,0
705.117,0,0
705.1186,0,0
705.1189,0,0
705.1206,0,0
705.1211,4,1
705.1242,80,0
705.1246,18,0
705.1249,0,0
705.1267,52,0
705.1278,0,0
705.1306,1,0
705.1311,54,38
705.1312,0,0
705.1315,0,0
705.1319,35,0
705.1323,63,0
705.1325,0,0
705.1339,35,0
705.1353,0,0
705.1362,0,0
705.1365,10,23
705.1373,0,0
705.1378,6,0
705.1387,80,0
705.1417,35,0
705.1427,35,0
705.1437,23,0
705.1439,61,9
705.1441,27,15
705.1444,80,0
705.1464,0,0
705.1471,2,0
705.1478,18,0
705.1494,10,0
705.1508,0,0
705.1513,0,0
705.1524,0,0
705.1526,0,0
705.1534,0,0
705.1537,0,0
705.1539,41,3
705.1544,70,0
705.1545,41,0
705.1554,0,0
705.1558,59,0
705.158,0,0
705.1589,0,0
705.1592,91,0
705.1605,0,0
705.1615,0,0
705.1628,47,41
705.1633,0,0
705.1636,16,0
705.1637,30,0
705.165,0,0
705.1677,70,0
705.1705,35,0
705.1718,2,0
705.172,20,0
705.1721,9,0
705.1722,8,3
705.1723,0,0
705.1726,16,0
705.1742,40,0
705.1747,21,0
705.1752,0,0
705.1755,0,0
705.1756,0,0
705.1758,0,0
705.1771,0,0
705.1779,0,0
705.178,0,0
705.1781,77,90
705.1795,0,0
705.1796,0,0
705.181,35,0
705.1826,0,0
705.1843,38,0
705.1846,4,1
705.1856,15,0
705.1858,0,0
705.1861,35,0
705.1862,0,0
705.1866,0,0
705.1873,70,0
705.1891,35,0
705.1895,26,0
705.1901,40,0
705.1906,26,0
705.1921,17,1
705.1938,56,86
705.1968,0,0
705.1972,38,0
705.1973,29,0
705.1989,15,0
705.1994,0,0
705.2004,70,0
705.2017,57,0
705.2018,0,0
705.2021,0,0
705.2031,10,0
705.2036,0,0
705.2039,0,0
705.204,0,0
705.2041,0,0
705.2047,56,86
705.2054,35,0
705.206,70,0
705.2066,0,0
705.2072,7,0
705.2073,24,0
705.2094,19,0
705.2115,70,0
705.2117,0,0
705.212,0,0
705.2123,0,0
705.2129,0,0
705.2152,18,0
705.2164,0,0
705.2171,20,0
705.2195,40,0
705.2196,11,0
705.2207,0,0
705.2213,10,0
705.2219,18,0
705.2225,0,0
705.2226,80,0
705.2232,18,44
705.2242,0,0
705.2244,0,0
705.2246,58,0
705.2266,23,0
705.2283,71,0
705.23,57,0
705.2304,0,0
705.2315,37,0
705.2316,0,0
705.233,0,0
705.2333,62,4
705.2359,38,0
705.2378,0,0
705.2381,46,0
705.2383,18,0
705.2389,0,0
705.2411,0,0
705.2414,0,0
705.2417,63,0
705.2423,53,0
705.2438,94,23
705.2442,70,0
705.2443,0,0
705.2448,0,0
705.2453,56,61
705.2457,0,0
705.2464,27,0
705.2496,0,0
705.2507,0,0
705.2514,0,0
705.2524,28,18
705.2536,0,0
705.2542,0,0
705.2543,8,3
705.2548,0,0
705.2552,0,0
705.2574,0,0
705.2582,0,0
705.259,0,0
705.2598,35,0
705.2602,57,0
705.2603,0,0
705.2619,0,0
705.2642,0,0
705.2651,0,0
705.2653,0,0
705.2654,37,0
705.2663,0,0
705.2672,0,0
705.2674,0,0
705.2675,57,0
705.2678,35,0
705.2679,8,3
705.2693,1,0
705.2695,17,1
705.2712,52,0
705.2713,61,9
705.2719,94,0
705.2722,0,0
705.2726,11,0
705.2741,28,18
705.2745,0,0
705.2756,52,0
705.276,0,0
705.2772,0,0
705.2773,50,0
705.2774,98,0
705.2779,50,0
705.278,92,0
705.2792,4,1
705.2795,63,0
705.2804,61,9
705.2808,0,0
705.2831,14,47
705.2832,67,0
705.2853,22,0
705.286,8,16
705.2861,40,0
705.2864,10,0
705.2901,0,0
705.291,0,0
705.2923,24,0
705.2936,0,0
705.2941,0,0
705.2943,35,0
705.2946,19,0
705.2947,1,0
705.2958,18,0
705.2962,0,0
705.2969,16,0
705.297,0,0
705.2971,10,0
705.2985,63,0
705.3016,53,0
705.3018,0,0
705.3023,0,0
705.3042,81,0
705.3043,0,0
705.3046,0,0
705.3053,8,3
705.3059,63,0
705.3063,0,0
705.3083,0,0
705.31,38,0
705.3113,0,0
705.3116,35,0
705.3118,26,1
705.3119,0,0
705.312,30,0
705.3124,0,0
705.3141,0,0
705.3154,0,0
705.3158,0,0
705.3163,18,0
705.3165,36,0
705.3169,4,1
705.3172,0,0
705.3173,0,0
705.3181,7,1
705.3182,0,0
705.3199,4,1
705.3208,56,24
705.3209,56,75
705.3223,0,0
705.3228,0,0
705.324,0,0
705.3242,68,0
705.3244,35,0
705.3245,6,0
705.3254,19,91
705.3258,0,0
705.3259,0,0
705.3262,30,0
705.3267,25,0
705.3269,64,0
705.3274,0,0
705.3288,0,0
705.3289,0,0
705.3293,16,0
705.3313,21,0
705.3323,7,1
705.3325,10,0
705.3334,56,86
705.3335,70,0
705.3336,35,0
705.3338,0,0
705.335,70,0
705.3359,35,0
705.3377,57,0
705.3381,0,0
705.3394,80,0
705.3395,0,0
705.3396,42,0
705.3403,38,0
705.3406,70,0
705.3408,0,0
705.3414,38,0
705.3421,0,0
705.3431,0,0
705.3438,0,0
705.3441,0,0
705.3444,0,0
705.3455,17,1
705.3462,76,0
705.3469,0,0
705.3478,2,9
705.3507,0,0
705.3508,40,0
705.3514,56,52
705.3519,9,0
705.3562,50,0
705.3563,0,0
705.3579,0,0
705.3586,26,0
705.3594,9,0
705.3596,21,0
705.3611,70,0
705.3621,40,0
705.3622,40,0
705.3626,73,30
705.3638,80,0
705.3642,63,0
705.3643,0,0
705.3647,82,0
705.3662,71,94
705.3678,63,0
705.3681,35,0
705.3687,0,0
705.3704,30,0
705.371,0,0
705.3713,64,0
705.3717,63,0
705.3723,0,0
705.3725,0,0
705.3727,0,0
705.3747,0,0
705.3764,0,0
705.3776,83,78
705.3792,53,0
705.3795,26,1
705.3797,18,0
705.38,16,0
705.3801,70,0
705.3835,61,9
705.3853,46,9
705.3854,0,0
705.3855,28,18
705.3856,0,0
705.3865,93,69
705.3889,35,0
705.3901,0,0
705.3917,80,0
705.3922,0,0
705.394,74,0
705.3943,0,0
705.3945,63,0
705.3966,50,0
705.3967,0,0
705.397,0,0
705.3975,11,0
705.3977,63,0
705.398,3,0
705.3982,68,0
705.3984,0,0
705.4002,0,0
705.402,0,0
705.403,72,0
705.4034,0,0
705.4035,59,0
705.4037,0,0
705.4053,63,0
705.4056,59,0
705.4086,57,0
705.409,40,0
705.4092,23,0
705.4095,55,0
705.4101,86,0
705.4102,4,1
705.4103,21,3
705.4113,0,0
705.4121,0,0
705.4139,0,0
705.4144,0,0
705.4158,59,3
705.4162,0,0
705.4163,1,0
705.4172,0,0
705.4175,0,0
705.4196,0,0
705.4199,0,0
705.4223,0,0
705.4234,0,0
705.4247,7,0
705.4263,0,0
705.4273,35,0
705.4283,14,47
705.4284,0,0
705.4285,0,0
705.4288,35,0
705.429,63,0
705.4311,59,0
705.4319,0,0
705.4343,0,0
705.4347,17,1
705.435,0,0
705.4393,26,0
705.4398,4,1
705.4399,50,0
705.4403,0,0
705.4404,0,0
705.441,0,0
705.4418,98,0
705.4422,0,0
705.4456,53,0
705.4457,0,0
705.4467,61,9
705.448,0,0
705.4491,0,0
705.4494,21,0
705.4511,50,0
705.4512,0,0
705.4541,0,0
705.4543,0,0
705.4557,0,0
705.4568,80,0
705.4574,40,0
705.4586,16,0
705.4587,21,0
705.4597,50,0
705.4601,0,0
705.4603,18,0
705.4614,0,0
705.4621,13,0
705.4622,0,0
705.4623,0,0
705.4641,0,0
705.4643,0,0
705.4664,35,0
705.4667,0,0
706.0005,0,0
706.0012,0,0
706.0019,35,0
706.0021,56,68
706.0025,0,0
706.0033,0,0
706.0045,0,0
706.0048,82,0
706.0054,18,0
706.0068,0,0
706.007,1,0
706.0081,2,9
706.009,18,0
706.0092,0,0
706.0095,70,0
706.0134,0,0
706.0143,0,0
706.0148,0,0
706.0149,0,0
706.0165,26,1
706.0174,7,0
706.0179,0,0
706.0191,63,0
706.0208,0,0
706.0209,16,0
706.021,0,0
706.0211,80,0
706.0215,0,0
706.022,50,0
706.0221,0,0
706.0224,85,0
706.0233,18,0
706.0238,0,0
706.0242,0,0
706.0253,80,0
706.0261,70,0
706.0262,0,0
706.027,35,0
706.0278,0,0
706.0305,56,68
706.033,0,0
706.0344,0,0
706.0361,98,0
706.0367,70,0
706.0369,50,0
706.0385,0,0
706.0391,0,0
706.0392,0,0
706.0407,12,0
706.0412,7,0
706.0452,0,0
706.0495,0,0
706.05,1,0
706.0503,50,0
706.0513,80,0
706.0515,0,0
706.0518,0,0
706.0519,67,3
706.052,0,0
706.0524,34,0
706.0527,0,0
706.053,0,0
706.0535,0,0
706.0542,35,0
706.0543,0,0
706.0547,80,0
706.0558,0,0
706.0561,87,0
706.0563,0,0
706.0575,0,0
706.0576,73,0
706.0587,0,0
706.0619,98,0
706.0657,35,0
706.0661,35,0
706.0669,35,0
706.0672,78,0
706.0678,0,0
706.0696,82,0
706.0713,18,0
706.0732,0,0
706.0755,0,0
706.0763,0,0
706.0783,10,0
706.0784,35,0
706.0795,73,0
706.0797,0,0
706.0802,35,0
706.0803,0,0
706.0808,0,0
706.081,10,0
706.0811,70,0
706.083,0,0
706.0831,0,0
706.0832,0,0
706.0836,0,0
706.0849,35,0
706.0856,0,0
706.0857,7,0
706.0867,0,0
706.0875,0,0
706.0877,0,0
706.088,87,0
706.0887,0,0
706.0893,10,0
706.0896,82,0
706.0899,35,0
706.09,0,0
706.0914,1,0
706.0927,0,0
706.0945,53,0
706.095,0,0
706.0965,40,0
706.0987,0,0
706.0989,50,0
706.0991,0,0
706.104,0,0
706.105,0,0
706.1057,4,1
706.1067,40,0
706.1071,54,1
706.1074,0,0
706.1076,17,1
706.1083,0,0
706.1094,0,0
706.1105,70,0
706.1106,0,0
706.1121,40,0
706.1128,0,0
706.1129,21,3
706.114,16,0
706.1145,8,3
706.1149,53,0
706.1168,63,0
706.1182,0,0
706.1191,0,0
706.1197,26,0
706.1202,0,0
706.1212,0,0
706.1213,0,0
706.1216,0,0
706.1221,35,0
706.1223,4,1
706.1235,0,0
706.1241,50,0
706.1256,0,0
706.1265,35,0
706.127,18,0
706.1273,87,0
706.1275,18,61
706.1285,35,0
706.1292,0,0
706.1302,52,0
706.1314,4,1
706.132,8,3
706.1321,35,0
706.1323,87,0
706.1324,87,0
706.1332,70,0
706.1334,0,0
706.134,26,0
706.1345,84,33
706.1346,0,0
706.135,7,0
706.1353,16,0
706.1372,19,0
706.1375,17,1
706.1378,0,0
706.1412,82,0
706.1421,0,0
706.143,35,0
706.1432,0,0
706.1433,0,0
706.1441,0,0
706.1464,63,0
706.1491,15,0
706.1495,15,0
706.1501,15,0
706.1505,0,0
706.151,0,0
706.1513,0,0
706.1518,87,0
706.1535,1,0
706.1537,91,21
706.1538,0,0
706.1544,0,0
706.1551,0,0
706.1552,0,0
706.1564,52,0
706.1565,7,0
706.1569,62,4
706.1578,50,0
706.158,0,0
706.1583,0,0
706.1586,63,0
706.1593,67,1
706.1595,29,0
706.1626,35,0
706.1636,0,0
706.1639,0,0
706.1643,9,0
706.1646,0,0
706.1656,0,0
706.1658,0,0
706.1663,26,1
706.1676,0,0
706.1682,38,0
706.1684,0,0
706.1703,0,0
706.171,70,0
706.1713,0,0
706.1714,15,0
706.1715,0,0
706.1718,0,0
706.1719,15,4
706.1724,0,0
706.1731,11,0
706.1739,0,0
706.1762,91,0
706.1767,7,0
706.1772,70,0
706.1775,22,0
706.1777,0,0
706.1779,7,1
706.1787,35,0
706.1801,45,0
706.1804,0,0
706.1809,0,0
706.1811,0,0
706.1819,24,0
706.1828,9,0
706.1856,0,0
706.1857,35,0
706.1869,0,0
706.1873,0,0
706.1885,9,0
706.19,0,0
706.1909,35,0
706.1912,35,0
706.1913,0,0
706.1921,15,0
706.1931,26,1
706.1939,70,0
706.1944,63,0
706.1945,70,0
706.1959,9,0
706.1963,26,0
706.1965,18,0
706.1967,57,0
706.1975,50,0
706.1976,0,0
706.1982,0,0
706.1987,0,0
706.1988,26,1
706.199,15,0
706.1995,0,0
706.1997,63,0
706.1999,0,0
706.2006,28,18
706.2008,0,0
706.2011,35,0
706.2014,0,0
706.2016,60,0
706.2022,75,0
706.2029,0,0
706.2039,0,0
706.2055,16,0
706.2059,0,0
706.2075,4,1
706.2086,0,0
706.2096,15,0
706.21,0,0
706.2101,51,0
706.2102,0,0
706.2105,0,0
706.212,1,6
706.2128,0,0
706.2137,0,0
706.2139,86,6
706.2145,15,0
706.215,35,0
706.2164,63,0
706.217,35,0
706.2171,0,0
706.2174,0,0
706.2181,0,0
706.2186,18,0
706.2189,21,0
706.2206,0,0
706.2225,56,0
706.2227,50,0
706.2234,63,0
706.2235,0,0
706.2243,0,0
706.2245,0,0
706.2256,0,0
706.2275,70,0
706.2278,0,0
706.2283,0,0
706.2288,0,0
706.2294,0,0
706.2299,35,0
706.2301,0,0
706.2323,70,0
706.2325,63,0
706.2326,35,0
706.2337,91,21
706.2338,18,0
706.2344,0,0
706.2346,7,0
706.2351,69,87
706.236,0,0
706.2361,18,0
706.2374,43,0
706.2376,99,0
706.2378,18,0
706.2382,0,0
706.2386,43,0
706.2395,69,0
706.2435,71,0
706.2443,0,0
706.2473,0,0
706.2527,0,0
706.2541,0,0
706.2547,50,0
706.2548,50,0
706.2551,63,0
706.2558,0,0
706.2559,16,0
706.2564,68,0
706.2566,70,0
706.2567,53,0
706.2572,63,0
706.2574,0,0
706.2586,0,0
706.259,98,0
706.2593,0,0
706.2599,63,0
706.2607,20,0
706.2613,35,0
706.2614,0,0
706.2615,4,1
706.2622,94,0
706.2624,38,0
706.2627,0,0
706.2629,21,0
706.264,0,0
706.2643,15,4
706.2652,68,0
706.2653,0,0
706.2654,0,0
706.2663,34,0
706.2669,0,0
706.2683,35,0
706.2687,0,0
706.269,40,0
706.2692,68,0
706.2696,89,0
706.271,0,0
706.2712,0,0
706.2723,0,0
706.2724,80,0
706.2745,0,0
706.2759,63,0
706.2768,28,18
706.2775,42,0
706.278,11,0
706.2784,0,0
706.2788,0,0
706.2801,0,0
706.2823,0,0
706.2834,52,0
706.2864,0,0
706.2879,0,0
706.2886,0,0
706.2889,92,0
706.29,53,0
706.2904,0,0
706.2936,0,0
706.2942,0,0
706.2948,63,0
706.2959,22,0
706.2962,0,0
706.2971,0,0
706.2976,0,0
706.2992,82,0
706.2993,79,0
706.2994,10,0
706.3,0,0
706.3001,68,0
706.3014,65,0
706.3019,79,0
706.303,0,0
706.3032,0,0
706.3035,0,0
706.3041,9,3
706.3043,11,0
706.3045,31,0
706.3046,0,0
706.3047,18,0
706.3052,0,0
706.3053,0,0
706.3062,63,0
706.3084,0,0
706.3089,0,0
706.3097,19,0
706.3098,65,0
706.311,18,0
706.3123,55,0
706.3154,16,0
706.3174,35,0
706.318,0,0
706.3182,0,0
706.3187,24,0
706.3191,16,0
706.3194,0,0
706.3196,0,0
706.32,0,0
706.3206,35,0
706.3209,0,0
706.3213,0,0
706.3216,0,0
706.322,0,0
706.3222,35,0
706.3233,18,0
706.3236,15,0
706.3257,72,8
706.3259,2,0
