paper_id,kmeans_K50,hdbmerge_K50
1405.5694,34,14
1405.5707,10,14
1405.5714,12,14
1405.572,3,14
1405.5723,39,14
1405.5727,3,14
1405.5729,39,14
1405.5731,46,14
1405.575,3,14
1405.5759,0,14
1405.5761,3,14
1405.5773,3,14
1405.5784,3,14
1405.5832,3,14
1405.5836,3,14
1405.5846,34,14
1405.5857,3,14
1405.5874,3,14
1405.5876,46,14
1405.5877,0,14
1405.5878,23,14
1405.5884,47,14
1405.5885,3,14
1405.5888,3,14
1405.5898,34,14
1405.5906,3,14
1405.5912,3,14
1405.5913,3,14
1405.5923,3,14
1405.5933,3,14
1405.5945,47,14
1405.5954,26,14
1405.5955,5,4
1405.5963,3,14
1405.5968,34,14
1405.5972,6,14
1405.5983,3,14
1405.5986,3,14
1405.6001,3,14
1405.6021,3,14
1405.6038,31,14
1405.6051,3,14
1405.6074,3,14
1405.6086,22,14
1405.6101,19,14
1405.6109,3,14
1405.612,3,14
1405.6124,3,14
1405.619,3,14
1405.6195,22,14
1405.6198,34,14
1405.6203,3,14
1405.6205,36,14
1405.6206,34,14
1405.6207,3,14
1405.6208,3,14
1405.622,26,14
1405.6237,3,14
1405.6245,3,14
1405.6253,3,14
1405.6269,3,14
1405.6273,8,14
1405.6314,3,14
1405.634,3,14
1405.6345,3,14
1405.6346,3,14
1405.6375,9,8
1405.6404,11,14
1405.642,3,14
1405.6463,14,41
1405.6464,3,14
1405.6484,34,14
1405.6511,3,14
1405.6523,8,14
1405.6542,3,14
1405.6543,47,14
1405.6549,34,14
1405.6568,25,14
1405.6575,47,14
1405.6586,3,14
1405.659,2,14
1405.6605,18,14
1405.6626,21,14
1405.6644,18,14
1405.6645,3,14
1405.6649,3,14
1405.6679,3,14
1405.6711,3,14
1405.6713,34,14
1405.6718,0,14
1405.6719,3,14
1405.6721,3,14
1405.6724,47,14
1405.6726,3,14
1405.6736,3,14
1405.6742,42,14
1405.6746,6,2
1405.675,34,14
1405.6753,3,14
1405.6763,3,14
1405.6772,3,14
1405.6774,31,45
1405.6783,34,14
1405.6825,3,14
1405.683,34,14
1405.6834,3,14
1405.6837,3,14
1405.6855,3,14
1405.6858,3,14
1405.6868,3,14
1405.687,31,45
1405.6871,19,14
1405.6895,3,14
1405.6913,3,14
1405.6935,8,14
1405.6966,3,14
1405.6988,6,14
1405.7003,47,14
1405.7004,8,14
1405.7006,12,14
1405.7016,3,14
1405.7029,47,14
1405.7037,3,14
1405.7038,13,14
1405.7039,13,11
1405.7041,3,14
1405.7042,37,14
1405.7047,47,14
1405.7048,3,14
1405.7051,43,14
1405.7054,3,14
1405.7055,34,14
1405.7057,3,14
1405.707,34,14
1405.7073,3,14
1405.7075,3,14
1405.7105,3,14
1405.7125,36,14
1405.7137,3,14
1405.717,3,14
1405.718,18,14
1405.7189,3,14
1405.7201,28,14
1405.7202,3,14
1405.7207,3,14
1405.7245,3,14
1405.7255,3,14
1405.7269,3,14
1405.7272,22,3
1405.7301,34,14
1405.7305,3,14
1405.7312,3,14
1405.7317,41,14
1405.7318,46,14
1405.7331,18,14
1405.735,3,14
1405.7351,3,14
1405.7367,3,14
1405.737,3,14
1405.7378,46,14
1405.7379,3,14
1405.7382,34,14
1405.739,34,14
1405.7396,3,14
1405.74,34,14
1405.7405,3,14
1405.7426,3,14
1405.7433,3,14
1405.7435,47,14
1405.7459,19,14
1405.7465,41,14
1405.7466,3,14
1405.7478,3,14
1405.7485,31,14
1405.7486,3,14
1405.7492,34,14
1405.7496,3,14
1405.7499,3,14
1405.7505,3,14
1405.7512,3,14
1405.7516,3,14
1405.7517,3,14
1405.7518,49,14
1405.7522,3,14
1405.7525,3,14
1405.7543,3,14
1405.7551,3,14
1405.7557,3,14
1405.7559,3,14
1405.7574,3,14
1405.7593,3,14
1405.76,3,14
1405.7628,3,14
1405.7645,3,14
1405.7649,3,14
1405.7654,18,14
1405.7669,3,14
1405.7685,29,14
1405.769,22,44
1405.7692,2,14
1405.7694,3,14
1405.7699,3,14
1405.7701,3,14
1405.7704,37,14
1405.7706,3,14
1405.7707,49,14
1405.771,3,14
1405.7742,3,14
1405.776,47,14
1405.7782,6,14
1405.7797,3,14
1405.78,49,14
1405.7802,3,14
1405.7814,3,14
1405.7819,26,14
1405.7839,3,14
1405.786,8,14
1405.7881,3,14
1405.79,21,14
1405.7904,3,14
1405.7911,12,14
1405.7928,3,14
1405.7933,46,14
1405.7934,3,14
1405.7936,3,14
1405.7943,3,14
1405.7953,47,14
1405.7959,3,14
1405.7966,18,14
1405.7969,8,14
1405.7973,17,14
1406.0001,18,14
1406.0002,17,14
1406.0003,20,14
1406.0006,3,14
1406.0007,3,14
1406.0009,47,14
1406.001,48,14
1406.0021,3,14
1406.0066,3,14
1406.0084,3,14
1406.0103,3,14
1406.0128,3,14
1406.015,22,0
1406.0186,18,14
1406.0202,34,14
1406.021,18,42
1406.0277,3,14
1406.0283,47,14
1406.0286,18,14
1406.0293,3,14
1406.0322,1,14
1406.0331,34,14
1406.0334,46,14
1406.0343,3,14
1406.0346,36,14
1406.0359,3,14
1406.0376,47,14
1406.0388,3,14
1406.0404,3,14
1406.0407,8,14
1406.0425,42,14
1406.0462,3,14
1406.048,3,14
1406.0485,18,14
1406.0488,3,14
1406.0493,18,14
1406.0494,47,14
1406.0499,10,14
1406.0507,47,14
1406.0508,8,14
1406.0509,3,14
1406.0511,3,14
1406.0512,3,14
1406.0515,18,14
1406.0521,3,14
1406.0524,3,14
1406.0535,3,14
1406.0537,3,14
1406.0538,43,14
1406.0543,3,14
1406.0548,36,14
1406.055,3,14
1406.0553,6,14
1406.0556,3,14
1406.0568,6,14
1406.0608,33,14
1406.0612,6,2
1406.0632,3,14
1406.0635,3,14
1406.0645,34,14
1406.0652,18,14
1406.0661,3,14
1406.0678,36,14
1406.0694,3,14
1406.0697,5,14
1406.0699,3,14
1406.0708,22,48
1406.0715,3,14
1406.0723,3,14
1406.0725,3,14
1406.0735,3,14
1406.0736,3,14
1406.0743,18,14
1406.076,38,14
1406.0761,3,14
1406.0782,42,14
1406.0784,3,14
1406.0799,47,14
1406.0802,3,14
1406.0804,3,14
1406.0818,18,14
1406.0825,3,14
1406.0831,3,14
1406.0834,3,14
1406.0841,12,14
1406.0844,3,14
1406.0845,3,14
1406.0851,3,14
1406.0854,10,14
1406.0855,37,14
1406.0856,3,14
1406.0857,12,14
1406.0859,3,14
1406.0861,43,14
1406.0868,3,14
1406.087,3,14
1406.0871,36,14
1406.0874,3,14
1406.0891,3,14
1406.0892,34,14
1406.0895,18,14
1406.0922,12,14
1406.0927,34,14
1406.0943,17,14
1406.0944,18,14
1406.0991,3,14
1406.0994,3,14
1406.1005,3,14
1406.1006,3,14
1406.1007,48,14
1406.1024,46,14
1406.1068,3,14
1406.1071,16,14
1406.1101,22,14
1406.1114,25,14
1406.1135,48,14
1406.1136,3,14
1406.1141,18,14
1406.1159,16,14
1406.1164,18,14
1406.1171,3,14
1406.1175,4,14
1406.1176,10,14
1406.1177,3,14
1406.1178,22,14
1406.1179,3,14
1406.118,18,14
1406.1183,35,14
1406.1184,10,14
1406.1186,3,14
1406.1187,47,14
1406.1188,49,14
1406.1189,23,11
1406.119,37,14
1406.1191,3,14
1406.1195,18,14
1406.1211,26,14
1406.1217,3,14
1406.1226,3,14
1406.1228,3,14
1406.1259,3,14
1406.127,18,14
1406.1288,27,14
1406.1297,3,14
1406.1331,3,14
1406.1344,47,14
1406.1345,3,14
1406.1357,10,14
1406.1358,22,49
1406.1369,48,14
1406.1373,42,14
1406.138,39,14
1406.1387,3,14
1406.1424,22,14
1406.1428,46,14
1406.1437,2,14
1406.1448,8,14
1406.1457,18,14
1406.1465,48,14
1406.1487,3,14
1406.1497,3,14
1406.1503,10,14
1406.1515,3,14
1406.1518,18,14
1406.1519,3,14
1406.1528,3,14
1406.1541,22,14
1406.1542,3,14
1406.1544,46,14
1406.1552,3,14
1406.1592,7,14
1406.16,3,14
1406.1617,31,14
1406.1641,3,14
1406.1651,3,14
1406.166,2,14
1406.1666,3,14
1406.1699,43,14
1406.1706,8,14
1406.1712,3,14
1406.1718,8,14
1406.1797,3,14
1406.1799,3,14
1406.18,41,14
1406.1801,3,14
1406.1809,3,14
1406.1825,20,14
1406.185,6,14
1406.1891,3,14
1406.1903,18,14
1406.1908,39,14
1406.1927,3,14
1406.1934,3,14
1406.1947,3,14
1406.1997,3,14
1406.2002,13,14
1406.2026,3,14
1406.2037,3,14
1406.2085,3,14
1406.2086,45,14
1406.212,18,14
1406.216,18,14
1406.2173,3,14
1406.2181,3,14
1406.219,3,14
1406.222,18,14
1406.2224,3,14
1406.2229,3,14
1406.2243,47,14
1406.2252,18,14
1406.2253,3,14
1406.2267,8,14
1406.2272,42,14
1406.2278,3,14
1406.228,3,14
1406.2287,3,14
1406.2288,2,14
1406.2308,3,14
1406.2315,3,14
1406.2316,18,14
1406.2317,3,14
1406.2321,6,14
1406.2323,3,14
1406.2327,4,14
1406.2341,3,14
1406.2349,34,14
1406.2363,3,14
1406.2367,3,14
1406.2372,3,14
1406.2374,3,14
1406.2377,3,14
1406.2383,3,14
1406.2384,10,14
1406.2385,3,14
1406.2402,3,14
1406.2413,3,14
1406.2415,18,14
1406.2445,19,14
1406.2463,34,14
1406.2467,3,14
1406.2468,3,14
1406.2482,3,14
1406.2492,2,14
1406.2494,3,14
1406.2511,3,14
1406.2513,48,14
1406.2526,18,14
1406.2529,3,14
1406.2542,3,14
1406.2546,3,14
1406.2548,3,14
1406.2555,34,14
1406.2585,3,14
1406.2599,3,14
1406.2604,3,14
1406.2605,34,14
1406.262,46,14
1406.2633,3,14
1406.2645,3,14
1406.265,33,14
1406.2692,3,14
1406.2693,30,14
1406.2695,34,14
1406.2697,3,14
1406.2702,25,14
1406.2706,24,14
1406.2708,3,14
1406.2713,41,14
1406.2717,3,14
1406.2718,43,14
1406.2719,39,14
1406.2734,2,14
1406.2735,3,14
1406.2747,3,14
1406.276,3,14
1406.2762,34,14
1406.2767,3,14
1406.2771,45,14
1406.2781,6,14
1406.2786,26,14
1406.28,37,14
1406.2828,21,14
1406.2846,3,14
1406.2865,2,14
1406.2872,34,14
1406.2912,16,14
1406.2921,3,14
1406.2922,28,14
1406.2942,3,14
1406.2967,9,8
1406.3011,25,14
1406.3015,20,14
1406.302,3,14
1406.3025,3,14
1406.3027,22,14
1406.3028,7,14
1406.3031,14,14
1406.3035,3,14
1406.3036,3,14
1406.3037,3,14
1406.3052,3,14
1406.3059,4,14
1406.3068,3,14
1406.308,46,14
1406.309,46,14
1406.3093,3,14
1406.3097,8,14
1406.3099,47,14
1406.3102,3,14
1406.3134,47,14
1406.3143,30,14
1406.3146,3,14
1406.3148,3,14
1406.3153,2,14
1406.321,18,14
1406.3237,22,17
1406.3243,3,14
1406.325,3,14
1406.3261,3,14
1406.3305,26,14
1406.3314,3,14
1406.333,22,14
1406.3331,3,14
1406.3343,20,14
1406.3345,39,14
1406.3346,2,14
1406.3347,12,14
1406.3351,3,14
1406.3355,3,14
1406.3356,2,14
1406.3359,3,14
1406.3362,46,14
1406.3377,3,14
1406.3382,18,14
1406.3384,8,14
1406.3413,3,14
1406.3431,3,14
1406.3452,3,14
1406.347,21,14
1406.3534,34,14
1406.3538,3,14
1406.3553,11,14
1406.3556,46,14
1406.3559,11,14
1406.3565,3,14
1406.3574,30,14
1406.3599,3,14
1406.36,3,14
1406.3603,3,14
1406.3611,2,14
1406.3622,8,14
1406.3625,3,14
1406.3627,3,14
1406.3628,3,14
1406.363,18,14
1406.3634,3,14
1406.3667,3,14
1406.3707,3,14
1406.3708,46,14
1406.3709,3,14
1406.3717,3,14
1406.3747,37,14
1406.3761,3,14
1406.3778,3,14
1406.3788,18,14
1406.3805,3,14
1406.3834,3,14
1406.3841,18,14
1406.3845,18,14
1406.3868,3,14
1406.3871,18,14
1406.3894,22,14
1406.3899,6,14
1406.3902,3,14
1406.3934,3,14
1406.3936,34,14
1406.3951,3,14
1406.3961,37,14
1406.3971,47,14
1406.3979,3,14
1406.3984,34,14
1406.3986,3,14
1406.3989,18,14
1406.3996,3,14
1406.4019,3,14
1406.4038,3,14
1406.4054,3,14
1406.4055,34,14
1406.4071,43,14
1406.4081,18,14
1406.4082,3,14
1406.4107,3,14
1406.412,46,14
1406.4121,22,14
1406.4128,18,14
1406.4129,3,14
1406.413,29,14
1406.4132,23,14
1406.4135,12,14
1406.414,8,14
1406.4144,3,14
1406.4145,3,14
1406.4146,18,14
1406.4148,26,14
1406.415,47,14
1406.4157,41,14
1406.4159,3,14
1406.4171,3,14
1406.4179,3,14
1406.4183,18,14
1406.4194,3,14
1406.4215,41,14
1406.4233,3,14
1406.4234,3,14
1406.4239,34,14
1406.424,22,27
1406.425,26,14
1406.4271,3,14
1406.4282,22,14
1406.4304,3,14
1406.4309,6,14
1406.4343,18,14
1406.4352,34,14
1406.4356,3,14
1406.4369,3,14
1406.4375,34,14
1406.4377,30,14
1406.439,34,14
1406.4391,8,14
1406.4402,3,14
1406.4407,17,14
1406.4408,3,14
1406.4413,3,14
1406.4443,3,14
1406.445,3,14
1406.4477,3,14
1406.4479,34,14
1406.4497,3,14
1406.4502,3,14
1406.4504,3,14
1406.4505,3,14
1406.4509,37,14
1406.4514,10,14
1406.4515,22,13
1406.452,13,14
1406.453,3,14
1406.4554,43,14
1406.4561,3,14
1406.4589,18,14
1406.4608,3,14
1406.4627,35,14
1406.4653,34,14
1406.4668,25,43
1406.4677,3,14
1406.4684,22,14
1406.4691,3,14
1406.4711,3,14
1406.4716,34,14
1406.4728,3,14
1406.4764,3,14
1406.4772,3,14
1406.4779,32,14
1406.4787,3,14
1406.4794,48,14
1406.4797,37,14
1406.4798,3,14
1406.48,3,14
1406.4827,41,14
1406.483,6,14
1406.4832,43,14
1406.4846,18,14
1406.485,26,14
1406.4859,25,14
1406.486,3,14
1406.4862,3,14
1406.4864,3,14
1406.4867,6,14
1406.4871,3,14
1406.4876,43,14
1406.4883,3,14
1406.4908,25,14
1406.4913,34,14
1406.4918,12,14
1406.4967,3,14
1406.4977,3,14
1406.4997,43,14
1406.5013,37,14
1406.5027,34,14
1406.5047,7,14
1406.5049,46,14
1406.5055,3,14
1406.5066,36,14
1406.5069,43,14
1406.5078,3,14
1406.5109,3,14
1406.511,3,14
1406.5113,18,14
1406.5131,3,14
1406.5164,33,14
1406.5169,18,46
1406.5173,46,14
1406.5183,30,14
1406.5187,3,14
1406.5188,46,14
1406.5189,3,14
1406.519,26,14
1406.5195,3,14
1406.5196,37,14
1406.5214,3,14
1406.5218,18,14
1406.5219,4,14
1406.522,47,14
1406.5228,3,14
1406.5244,3,14
1406.5249,3,14
1406.525,18,14
1406.5253,3,14
1406.5255,4,14
1406.5297,3,14
1406.53,3,14
1406.5304,3,14
1406.5326,18,14
1406.5328,3,14
1406.5333,34,14
1406.5335,3,14
1406.5352,47,14
1406.5357,49,14
1406.5374,3,14
1406.5377,3,14
1406.5384,3,14
1406.5398,12,14
1406.5411,3,14
1406.5435,34,14
1406.5444,3,14
1406.547,3,14
1406.5496,3,14
1406.5505,36,14
1406.5507,1,14
1406.5508,3,14
1406.5511,34,14
1406.5512,3,14
1406.5513,3,14
1406.5514,44,14
1406.5515,3,14
1406.5517,6,14
1406.5518,3,14
1406.5528,21,14
1406.5531,3,14
1406.5543,3,14
1406.5544,3,14
1406.5563,22,33
1406.5578,3,14
1406.5584,36,14
1406.5587,34,14
1406.5591,34,14
1406.5594,42,14
1406.5604,3,14
1406.5607,3,14
1406.561,3,14
1406.5618,3,14
1406.563,46,14
1406.5648,3,14
1406.5657,18,14
1406.5658,3,14
1406.5677,3,14
1406.568,3,14
1406.5692,3,14
1406.5702,3,14
1406.5703,3,14
1406.5716,3,14
1406.5727,3,14
1406.573,39,14
1406.5741,47,14
1406.5771,34,14
1406.579,2,14
1406.5841,3,14
1406.5864,3,14
1406.5871,3,14
1406.5898,18,14
1406.5899,3,14
1406.5902,8,14
1406.5911,18,14
1406.5918,29,14
1406.592,3,14
1406.5924,3,14
1406.5944,3,14
1406.5968,18,14
1406.5972,8,14
1406.5978,38,14
1406.5989,22,14
1406.6003,3,14
1406.6009,39,14
1406.6025,34,14
1406.6026,3,14
1406.6027,7,14
1406.6034,20,14
1406.6048,3,14
1406.605,21,14
1406.6053,43,14
1406.6055,3,14
1406.6056,17,14
1406.6057,9,8
1406.6058,23,11
1406.6059,34,14
1406.606,2,14
1406.6063,33,14
1406.6064,18,14
1406.6066,3,14
1406.6068,3,14
1406.6073,3,14
1406.6075,3,14
1406.6079,22,14
1406.6082,3,14
1406.6091,46,14
1406.6093,3,14
1406.6094,30,14
1406.6095,3,14
1406.6099,39,14
1406.6111,3,14
1406.6112,44,14
1406.6118,4,14
1406.612,32,14
1406.6127,3,14
1406.6129,3,14
1406.6138,34,14
1406.6139,21,14
1406.6157,8,14
1406.6172,3,14
1406.6196,3,14
1406.6198,47,14
1406.6209,13,14
1406.622,18,14
1406.6238,44,14
1406.6248,33,14
1406.6297,3,14
1406.6345,43,14
1406.6361,3,14
1406.6362,3,14
1406.6363,13,14
1406.6365,3,14
1406.6368,3,14
1406.6381,3,14
1406.6383,34,14
1406.639,3,14
1406.6397,33,14
1406.6402,3,14
1406.6435,3,14
1406.6436,3,14
1406.6437,18,14
1406.6448,3,14
1406.6451,29,14
1406.6467,3,14
1406.6469,3,14
1406.648,3,14
1406.6491,3,14
1406.6492,3,14
1406.6555,3,14
1406.6556,48,14
1406.6564,3,14
1406.6598,3,14
1406.66,3,14
1406.6645,3,14
1406.6655,34,14
1406.6658,3,14
1406.6686,27,5
1406.6687,34,14
1406.6691,3,14
1406.6692,22,14
1406.6693,39,14
1406.6697,3,14
1406.6698,3,14
1406.67,3,14
1406.6703,3,14
1406.6704,34,14
1406.6707,3,14
1406.6709,3,14
1406.6714,34,14
1406.6727,3,14
1406.6735,46,14
1406.675,44,14
1406.6757,18,14
1406.6794,3,14
1406.6813,3,14
1406.6816,18,14
1406.6817,3,14
1406.682,12,49
1406.6822,8,14
1406.6831,3,14
1406.6874,47,14
1406.6882,3,14
1406.6885,46,14
1406.6892,2,14
1406.6896,47,14
1406.6927,9,8
1406.6941,34,14
1406.6948,16,14
1406.6974,3,14
1406.6982,3,14
1406.6992,34,14
1406.6996,3,14
1406.7003,2,14
1406.7006,3,14
1406.7009,34,14
1406.7019,3,14
1406.7022,18,14
1406.7034,47,14
1406.7037,34,14
1406.7051,3,14
1406.7066,34,14
1406.7121,30,25
1406.7129,47,14
1406.7139,3,14
1406.7149,5,14
1406.7151,38,14
1406.7163,3,14
1406.7172,3,14
1406.7195,29,14
1406.7233,3,14
1406.7244,47,14
1406.7252,3,14
1406.7262,22,30
1406.727,26,14
1406.7294,3,14
1406.7295,3,14
1406.7298,3,14
1406.7306,3,14
1406.7318,3,14
1406.7352,8,14
1406.7353,3,14
1406.7356,18,14
1406.7369,3,14
1406.7375,3,14
1406.7376,3,14
1406.7387,3,14
1406.741,37,14
1406.7411,3,14
1406.7419,18,14
1406.742,18,14
1406.7431,21,14
1406.7433,6,14
1406.7448,34,14
1406.7463,22,21
1406.7494,3,14
1406.7528,3,14
1406.7531,3,14
1406.7555,33,14
1406.7568,13,14
1406.7587,3,14
1406.7613,3,14
1406.7618,22,14
1406.7628,3,14
1406.7646,3,14
1406.7649,3,14
1406.7657,3,14
1406.7661,3,14
1406.768,46,14
1406.7682,20,14
1406.7695,8,14
1406.7714,3,14
1406.7725,36,14
1406.774,3,14
1406.7785,3,14
1406.7796,3,14
1406.7818,17,14
1406.7823,18,14
1406.7834,32,14
1406.7843,3,14
1406.7859,47,14
1406.7873,3,14
1407.0002,3,14
1407.0016,3,14
1407.002,2,14
1407.0021,3,14
1407.0022,3,14
1407.0023,3,14
1407.0024,18,14
1407.0026,6,14
1407.0031,37,14
1407.0035,34,14
1407.0047,3,14
1407.006,48,14
1407.0075,3,14
1407.0081,34,14
1407.0086,18,14
1407.01,3,14
1407.0109,47,14
1407.0112,3,14
1407.0123,3,14
1407.0159,34,14
1407.0162,39,14
1407.0171,3,14
1407.0178,18,14
1407.0181,3,14
1407.0186,3,14
1407.0193,37,14
1407.0196,3,14
1407.0205,34,14
1407.0238,3,14
1407.024,32,14
1407.0248,3,14
1407.0251,3,14
1407.0262,4,14
1407.0267,3,14
1407.0271,18,14
1407.0299,46,14
1407.03,1,14
1407.0307,3,14
1407.0319,3,14
1407.0322,10,14
1407.0348,34,14
1407.0356,3,14
1407.037,22,2
1407.0376,41,14
1407.0389,8,14
1407.039,3,14
1407.0391,34,14
1407.0392,46,14
1407.0393,3,14
1407.0394,3,14
1407.0397,3,14
1407.04,29,14
1407.0402,36,14
1407.0435,6,14
1407.0443,22,14
1407.0452,6,14
1407.0456,3,14
1407.0463,37,14
1407.0483,19,14
1407.0484,34,14
1407.0485,34,14
1407.0497,41,14
1407.0528,3,14
1407.0538,18,14
1407.0553,3,14
1407.0554,3,14
1407.0557,22,14
1407.0595,3,14
1407.0617,34,14
1407.0624,22,3
1407.0639,2,14
1407.07,3,14
1407.0701,3,14
1407.071,16,14
1407.0712,3,14
1407.0715,34,14
1407.0716,3,14
1407.0718,3,14
1407.0721,34,14
1407.0724,2,14
1407.0755,3,14
1407.0759,3,14
1407.0762,2,14
1407.078,3,14
1407.085,3,14
1407.0853,3,14
1407.086,18,14
1407.0862,18,14
1407.0881,3,14
1407.0885,26,14
1407.0903,46,14
1407.0907,3,14
1407.0909,3,14
1407.0911,3,14
1407.0914,3,14
1407.0925,16,14
1407.0941,3,14
1407.0946,3,14
1407.0957,3,14
1407.0984,26,14
1407.0989,3,14
1407.0996,6,14
1407.0999,19,14
1407.1009,18,14
1407.1017,3,14
1407.102,3,14
1407.1028,46,14
1407.1042,3,14
1407.1044,3,14
1407.1047,37,14
1407.1052,22,14
1407.1053,1,14
1407.1054,0,14
1407.1057,3,14
1407.1059,3,14
1407.106,3,14
1407.1078,47,14
1407.1084,18,14
1407.1088,21,14
1407.1101,18,14
1407.1111,3,14
1407.1115,3,14
1407.1128,25,14
1407.1131,45,14
1407.1137,3,14
1407.1143,16,14
1407.1154,10,14
1407.1175,3,14
1407.1192,34,14
1407.1202,34,14
1407.1204,3,14
1407.1235,34,14
1407.1238,3,14
1407.1242,42,14
1407.1274,3,14
1407.1292,3,14
1407.1295,3,14
1407.1312,3,14
1407.1313,34,14
1407.1315,22,14
1407.1318,3,14
1407.1342,3,14
1407.1344,3,14
1407.1374,3,14
1407.1404,46,14
1407.1421,3,14
1407.1433,3,14
1407.1437,3,14
1407.1444,2,14
1407.1445,46,14
1407.147,37,14
1407.151,3,14
1407.1512,12,14
1407.153,3,14
1407.1541,3,14
1407.1544,36,14
1407.1574,3,14
1407.1583,3,14
1407.1586,3,14
1407.1609,45,14
1407.1626,3,14
1407.1632,8,14
1407.1638,13,14
1407.1657,16,14
1407.1661,3,14
1407.1666,8,14
1407.168,3,14
1407.1688,3,14
1407.1693,46,14
1407.1699,47,14
1407.1714,41,14
1407.1729,3,14
1407.1732,3,14
1407.1735,3,14
1407.1743,3,14
1407.1744,33,14
1407.1748,3,14
1407.1765,3,14
1407.1788,3,14
1407.1799,34,14
1407.181,3,14
1407.1818,14,14
1407.1821,12,14
1407.1823,42,14
1407.1836,18,14
1407.1837,3,14
1407.1838,3,14
1407.1839,23,14
1407.1841,18,14
1407.1843,46,14
1407.1844,46,14
1407.1848,3,14
1407.185,3,14
1407.1851,30,14
1407.186,3,14
1407.1872,3,14
1407.188,34,14
1407.1881,3,14
1407.1882,3,14
1407.1883,34,14
1407.1885,3,14
1407.1887,31,45
1407.1897,46,14
1407.1906,36,14
1407.1907,34,14
1407.1937,2,14
1407.1943,3,14
1407.1971,3,14
1407.1979,3,14
1407.198,3,14
1407.1981,2,14
1407.1984,28,7
1407.201,42,14
1407.2011,18,14
1407.202,3,14
1407.2045,3,14
1407.2048,3,14
1407.2052,22,13
1407.2055,3,14
1407.2066,3,14
1407.2093,47,14
1407.2102,3,14
1407.2123,3,14
1407.2127,18,14
1407.2144,3,14
1407.2155,3,14
1407.2156,8,14
1407.2157,0,4
1407.2173,7,14
1407.218,3,14
1407.2185,18,14
1407.2194,3,14
1407.2209,36,14
1407.2214,12,14
1407.2215,3,14
1407.223,8,14
1407.224,25,14
1407.2243,3,14
1407.2244,3,14
1407.2245,18,14
1407.2246,34,14
1407.225,3,14
1407.2251,3,14
1407.2257,37,14
1407.2259,3,14
1407.2261,3,14
1407.2263,3,14
1407.2266,18,14
1407.2271,3,14
1407.2272,3,14
1407.2274,3,14
1407.2278,3,14
1407.228,3,14
1407.2282,3,14
1407.2289,3,14
1407.2301,3,14
1407.2302,3,14
1407.2303,34,14
1407.2304,3,14
1407.2306,3,14
1407.2307,34,14
1407.2308,18,14
1407.2309,3,14
1407.231,3,14
1407.2311,3,14
1407.2313,2,14
1407.2315,3,14
1407.2318,3,14
1407.2319,37,14
1407.2329,18,14
1407.2333,46,14
1407.235,18,14
1407.2359,2,14
1407.2361,3,14
1407.2381,3,14
1407.2411,3,14
1407.2426,42,14
1407.2462,34,14
1407.2498,18,14
1407.25,46,14
1407.2501,3,14
1407.2519,3,14
1407.2527,17,14
1407.2531,18,14
1407.2539,11,14
1407.254,16,14
1407.2555,3,14
1407.2579,3,14
1407.2584,34,14
1407.2589,21,14
1407.2591,3,14
1407.2608,3,14
1407.2609,3,14
1407.261,3,14
1407.2614,40,14
1407.2618,3,14
1407.2619,3,14
1407.2625,39,14
1407.2632,13,14
1407.2637,36,14
1407.2652,3,14
1407.2663,3,14
1407.2666,34,14
1407.267,3,14
1407.2699,3,14
1407.2726,3,14
1407.2735,3,14
1407.2741,3,14
1407.2751,3,14
1407.276,18,14
1407.2811,3,14
1407.2849,3,14
1407.2876,2,14
1407.2903,35,14
1407.2906,36,14
1407.2915,39,14
1407.2935,3,14
1407.2937,3,14
1407.2938,3,14
1407.2941,3,14
1407.2942,18,14
1407.2943,22,14
1407.2944,3,14
1407.2946,37,14
1407.295,12,14
1407.2956,3,14
1407.2969,37,14
1407.2973,6,14
1407.2985,19,14
1407.2986,3,14
1407.3007,20,14
1407.3025,39,14
1407.3033,3,14
1407.3044,10,14
1407.3047,3,14
1407.3048,2,14
1407.3065,3,14
1407.3083,3,14
1407.3085,34,14
1407.3135,42,14
1407.3136,26,14
1407.315,18,14
1407.3156,3,14
1407.3187,3,14
1407.3196,3,14
1407.3202,18,14
1407.3214,16,14
1407.3227,3,14
1407.3235,3,14
1407.325,6,14
1407.3265,3,14
1407.3266,3,14
1407.3271,3,14
1407.3275,3,14
1407.3277,3,14
1407.3279,34,14
1407.329,3,14
1407.3298,26,14
1407.3301,3,14
1407.3303,3,14
1407.3307,3,14
1407.3309,2,14
1407.331,34,14
1407.3315,34,14
1407.3325,42,14
1407.333,25,14
1407.3344,3,14
1407.3346,2,14
1407.3349,23,14
1407.3388,3,14
1407.3404,24,14
1407.3451,18,14
1407.3494,3,14
1407.3498,26,14
1407.3505,3,14
1407.3509,3,14
1407.3537,3,14
1407.3569,3,14
1407.3583,3,14
1407.3648,6,14
1407.3653,3,14
1407.368,46,14
1407.3687,3,14
1407.3696,3,14
1407.3714,3,14
1407.3732,3,14
1407.3736,3,14
1407.3753,3,14
1407.3756,6,14
1407.3769,3,14
1407.3787,3,14
1407.3791,46,14
1407.3796,3,14
1407.3797,3,14
1407.3798,20,14
1407.3799,8,14
1407.3801,3,14
1407.3806,3,14
1407.3815,34,14
1407.3827,1,14
1407.3833,3,14
1407.39,34,14
1407.3905,8,14
1407.3909,29,3
1407.3913,3,14
1407.3938,3,14
1407.3955,18,14
1407.3974,3,14
1407.3976,3,14
1407.3979,33,14
1407.3984,3,14
1407.3991,3,14
