K,kmeans_silhouette,kmeans_davies_bouldin,kmeans_calinski_harabasz,hdbmerge_silhouette,hdbmerge_davies_bouldin,hdbmerge_calinski_harabasz,AMI,NMI,V,n_compared
50,0.27240057867712575,1.9611416701270203,4282.794742938276,0.39723482956590545,1.7762066625224713,248.2845014205653,0.06046735040436584,0.06489565486388399,0.064895654863884,166480
100,0.2328977367822832,1.8890101740785281,3012.546889040901,0.3932918034854722,1.4493235946821599,649.9523108623538,0.2639713646720276,0.2724325578657559,0.27243255786575593,166480
